MP ID,Formula,Energy Above Hull (eV),Band Gap (eV)
mp-1178191,Li19V8(BO3)16,0.078679711,0.5949
mp-1210701,Li2(BH)11,0.098107397,3.8953
mp-758725,Li2(CoO2)3,0.022637624,1.1552
mp-705640,Li20Co21O40,0.036958623,0.547
mp-1097035,Li20Si3P3S23Cl,0.030529963,2.3076
mp-769519,Li21(FeO4)4,0.028553344,1.0675
mp-1223479,Li24(I2N)5,0.088794469,0.6148
mp-770492,Li24Mn11CrO36,0.006596766,1.2313
mp-768842,Li24Mn5Cr7O36,0.035473222,1.0553
mp-777641,Li24Mn7Cr5O36,0.031222304,1.0745
mp-1178077,Li24MnCr11O36,0.02385464,1.004
mp-779361,Li24Ti11CrO36,0.00300599,1.5561
mp-768398,Li24Ti5Cr7O36,0.015511359,0.9018
mp-768392,Li24Ti7Cr5O36,0.012362595,1.3016
mp-779077,Li24TiCr11O36,0.01957645,0.6848
mp-754466,Li2AgF3,0.035864723,2.0522
mp-760781,Li2AgF4,0.053124701,0.5617
mp-753316,Li2AgF5,0.065173076,0.679
mp-557177,Li2Al(BO2)5,0,5.6317
mp-1222897,Li2Al2CrSbO8,0.004355118,2.5534
mp-1222720,Li2Al2SiO6,0.027389919,4.6259
mp-1199564,Li2AlB5(H19N3)2,0.036723149,6.0493
mp-556655,Li2AlBO4,0.013991576,4.864
mp-1222767,Li2AlCoO4,0.034107396,0.7431
mp-1222901,Li2AlCr2SbO8,0.007102176,2.1334
mp-772267,Li2AlFeO4,0.024562117,2.9466
mp-1222936,Li2AlGaSi2(H2O5)2,0.014050929,4.349
mp-756603,Li2AlNiO4,0.084030766,1.5284
mp-767214,Li2AlPCO7,0.032645726,5.3614
mp-755460,Li2AlVO4,0.031629649,1.3214
mp-768153,Li2AsPCO7,0.064203606,4.265
mp-29410,Li2B2S5,0,2.4427
mp-30100,Li2B2Se5,0,1.7047
mp-1204484,Li2B3H14N,0.090537973,6.3948
mp-1196457,Li2B3O4F3,0,6.5735
mp-1020015,Li2B3PO8,0,5.4366
mp-604459,Li2B4H4O9,0.011560252,5.1172
mp-4779,Li2B4O7,0.002735776,5.668
mp-769374,Li2B5SbO10,0.053245051,3.399
mp-1200209,Li2B6O9F2,0,6.2705
mp-1198324,Li2B8SeO15,0,4.8776
mp-1197133,Li2Be2H4NF7,0.0023309,6.791
mp-1210835,Li2BeCl4,0.014323515,6.2915
mp-4622,Li2BeF4,0,7.7223
mp-1180666,Li2BeH4,0,4.5911
mp-8070,Li2BeSiO4,0,6.0461
mp-1188485,Li2BF5,0.034970486,7.5703
mp-1180702,Li2BH6N,0.079841003,4.2075
mp-768756,Li2Bi(BO2)5,0.052698495,3.3904
mp-759735,Li2Bi(PO3)5,0.076896858,4.2986
mp-768821,Li2Bi2B2O7,0.061440258,2.696
mp-759784,Li2Bi2P2O9,0.090514681,3.3073
mp-759696,Li2Bi3P9O28,0.080836935,3.9591
mp-768740,Li2Bi5B3O13,0.042100806,2.0836
mp-772155,Li2BiAsCO7,0.060973005,3.367
mp-778115,Li2BiBO4,0.063775357,2.3147
mp-760419,Li2BiF5,0.062907709,4.0571
mp-769026,Li2BiO3,0.0525464,1.0351
mp-759915,Li2BiP3O10,0.071091223,2.5981
mp-768216,Li2BiPCO7,0.049197438,3.7499
mp-768229,Li2BiS3,0.066448853,0.8881
mp-756641,Li2BPCO7,0.098156764,5.3729
mp-770654,Li2BSbO4,0.072990384,1.6852
mp-770832,Li2BSeO4,0.066607484,2.0982
mp-1199122,Li2Ca(SiN2)2,0,3.4658
mp-1020009,Li2Ca2Si2O7,0.010006001,4.7378
mp-560247,Li2Ca2Si5O13,0.009790574,4.7981
mp-560036,Li2Ca3Be3Si3(O6F)2,0,5.8431
mp-556137,Li2Ca4Si4O13,0.005455047,4.456
mp-7611,Li2CaGeO4,0,4.1135
mp-16577,Li2CaHfF8,0,6.9952
mp-7610,Li2CaSiO4,0,5.1897
mp-1194523,Li2CaTa2O7,0,2.8142
mp-1223290,Li2CaV12O32,0.011596433,1.7944
mp-559715,Li2Cd(PO3)4,0.005514853,4.5942
mp-38008,Li2CdCl4,0.000954284,3.6297
mp-7688,Li2CdGeO4,0,2.455
mp-1189383,Li2CdGeS4,0,2.2472
mp-557293,Li2CdSiO4,0,2.8338
mp-1188784,Li2CdSnS4,0,1.9513
mp-8152,Li2CeAs2,0,0.6881
mp-8181,Li2CeN2,0,1.2036
mp-754534,Li2CeO3,0,1.9757
mp-9912,Li2CeP2,0.003737681,0.8281
mp-9610,Li2CN2,0,3.7395
mp-753950,Li2Co(CO3)2,0.022726873,2.6334
mp-26359,Li2Co(PO3)4,0.01301099,2.9976
mp-705362,Li2Co(PO3)5,0.03425843,0.8797
mp-1264368,Li2Co(Si2O5)2,0.058596769,3.3704
mp-753142,Li2Co(SiO3)2,0.011432467,2.8034
mp-1194281,Li2Co(SO4)2,0,3.2144
mp-552307,Li2Co(WO4)2,0.000224319,2.6607
mp-757737,Li2Co2(CO3)3,0.090585803,2.2431
mp-758342,Li2Co2(SiO3)3,0.078691925,2.3804
mp-778578,Li2Co2(SO4)3,0.012899811,2.8014
mp-757756,Li2Co2C2O7,0.083316778,1.7858
mp-758067,Li2Co2P2O9,0.081704749,0.8091
mp-758338,Li2Co2Si2O7,0.048161261,2.6229
mp-3054,Li2CO3,0,5.0574
mp-584122,Li2Co3(P2O7)2,0.004146628,2.8176
mp-562404,Li2Co3(SeO3)4,0,2.6422
mp-758078,Li2Co3(SiO4)2,0.024176697,2.2312
mp-756423,Li2Co3BiO8,0.003028474,1.1113
mp-756196,Li2Co3NiO8,0.004376688,0.6308
mp-765686,Li2Co4OF8,0.077023936,2.2384
mp-752707,Li2CoBO4,0.073678269,1.4304
mp-757730,Li2CoCO4,0.088426634,2.5619
mp-771972,Li2CoCSO7,0.061918653,2.4992
mp-769597,Li2CoGe3O8,0.013278496,2.4709
mp-756582,Li2CoGeO4,0,2.6323
mp-770638,Li2CoH12(SO7)2,0.068448861,3.3284
mp-770598,Li2CoH8(CO5)2,0.025367862,3.0362
mp-770611,Li2CoH8(SO6)2,0.07413623,3.2881
mp-757611,Li2CoNi(PO4)2,0.015389476,2.0977
mp-1272871,Li2CoNiO4,0.057968071,0.5021
mp-755297,Li2CoO2,0.026959161,2.5492
mp-1314570,Li2CoO3,0.029958395,0.7738
mp-754749,Li2CoOF3,0.045575546,0.6847
mp-26089,Li2CoP2O7,0.013769648,2.6793
mp-25454,Li2CoPCO7,0.05005349,0.7796
mp-1565574,Li2CoPHO5,0.061427398,2.84
mp-770853,Li2CoPO4F,0.035994525,2.6148
mp-753262,Li2CoSi3O8,0.069947948,3.1591
mp-753732,Li2CoSiO4,0,2.641
mp-1662777,Li2CoSn(PO4)2,0.074331868,2.3415
mp-755501,Li2CoSnO4,0.017970612,1.7114
mp-772433,Li2Cr(BO2)5,0.079167401,1.9858
mp-754838,Li2Cr(CO3)2,0.064523279,3.0916
mp-505245,Li2Cr(H2O3)2,0.018963178,3.052
mp-697850,Li2Cr(PO3)4,0.028201738,2.8226
mp-1101550,Li2Cr(PO3)5,0.033132966,3.3963
mp-757515,Li2Cr(PO4)2,0.084870687,1.7776
mp-758640,Li2Cr(Si2O5)2,0.048415226,2.614
mp-775349,Li2Cr(Si2O5)3,0.039665328,1.0966
mp-1261497,Li2Cr(SiO3)2,0.059819804,1.9897
mp-850862,Li2Cr(SO4)2,0.035952405,2.2486
mp-850906,Li2Cr2(PO4)3,0.028676833,2.4369
mp-773023,Li2Cr2(Si2O5)3,0.088417175,2.8684
mp-770410,Li2Cr2(SO4)3,0.045767674,2.4379
mp-758963,Li2Cr2CoO6,0.044140546,0.6529
mp-1222836,Li2Cr2FeSbO8,0.006553945,1.891
mp-734071,Li2Cr2H4O9,0.070632092,2.6469
mp-754365,Li2Cr2O7,0.016585938,2.378
mp-757371,Li2Cr2P2O9,0.079170003,2.3611
mp-757623,Li2Cr2Si4O11,0.018815016,2.5679
mp-758237,Li2Cr2Si5O13,0.021249862,2.5993
mp-758734,Li2Cr2SiO6,0.062814817,2.4783
mp-756493,Li2Cr2SnO6,0.077527711,3.1686
mp-772115,Li2Cr3(CoO6)2,0.002351125,1.789
mp-775129,Li2Cr3(FeO6)2,0.075388197,0.6282
mp-780190,Li2Cr3(NiO6)2,0.004565447,2.4624
mp-540179,Li2Cr3(P2O7)2,0.030480474,2.1845
mp-757728,Li2Cr3(SiO3)4,0.008909922,2.3455
mp-761675,Li2Cr3CoO8,0.071479108,0.5896
mp-772134,Li2Cr3Ni(SO4)6,0.0279509,0.5191
mp-1178044,Li2Cr3NiO8,0.051280236,0.9962
mp-774386,Li2Cr3P4(HO4)4,0.032075149,2.84
mp-778498,Li2Cr3P9O28,0.061121465,2.6543
mp-775393,Li2Cr3SbO8,0,2.4843
mp-757421,Li2Cr3Si3O10,0.042824204,1.9814
mp-774276,Li2Cr3SnO8,0.012503966,0.7015
mp-775271,Li2Cr3WO8,0.011040836,1.8534
mp-770390,Li2Cr4O13,0.02384919,1.3426
mp-759225,Li2Cr4P4O15,0.093104077,2.0709
mp-757512,Li2Cr4Si4O13,0.054125694,1.1022
mp-1101544,Li2Cr5(PO4)4,0.018507726,2.5834
mp-867580,Li2Cr5(Si2O7)2,0,2.6538
mp-772573,Li2Cr5B3O13,0.088914508,1.2861
mp-773176,Li2CrAsCO7,0.026140856,2.96
mp-29582,Li2CrCl4,0.039407735,0.5018
mp-757895,Li2CrCo(PO4)2,0.044924449,0.6562
mp-1178130,Li2CrCo3O8,0.014317999,0.5611
mp-1275616,Li2CrCoO4,0.048755469,0.665
mp-764423,Li2CrF4,0.063774047,1.6057
mp-555112,Li2CrF6,0,1.2089
mp-861527,Li2CrFe(PO4)2,0.019431516,2.2877
mp-756242,Li2CrFeO4,0,1.6772
mp-770676,Li2CrH8Cl5O4,0.041693313,3.1859
mp-757714,Li2CrNi(PO4)2,0.035963273,1.7405
mp-1178001,Li2CrO2,0.020048117,1.014
mp-755795,Li2CrO3,0.007343615,1.7417
mp-17159,Li2CrO4,0,2.6021
mp-26965,Li2CrP2O7,0,3.7041
mp-774964,Li2CrP3O10,0.059240902,3.2399
mp-778674,Li2CrP4(H2O3)6,0.033896985,2.408
mp-776285,Li2CrPCO7,0.012863353,2.6729
mp-779314,Li2CrPHO5,0.081195356,2.4368
mp-770894,Li2CrPO4F,0.013983522,1.9864
mp-757132,Li2CrPO5,0.093071239,1.0108
mp-778669,Li2CrPO6,0.0918468,0.8508
mp-758277,Li2CrSi3O8,0.05656403,3.1126
mp-758359,Li2CrSi4O11,0.06803786,0.5258
mp-752731,Li2CrSi7O16,0.072214958,2.2089
mp-752766,Li2CrSiO4,0.041415054,3.0789
mp-752553,Li2CrSn(PO4)2,0.065164723,2.0592
mp-754450,Li2CrWO6,0.070044981,0.5032
mp-849327,Li2Cu(PO3)3,0.088085453,1.1792
mp-26261,Li2Cu(PO3)4,0.015091106,0.6202
mp-1262892,Li2Cu(Si2O5)2,0.076358773,0.9597
mp-1198048,Li2Cu3(Se2O7)2,0,0.6886
mp-753623,Li2Cu4S3,0.077051261,0.6691
mp-756323,Li2CuAsO4,0.09512998,0.9085
mp-1202669,Li2CuB4(PbO5)2,0.00747322,0.9895
mp-762222,Li2CuF4,0.025570084,0.975
mp-760798,Li2CuF5,0.070345562,6.3228
mp-25943,Li2CuP2O7,0.038798964,0.639
mp-849277,Li2CuP3(HO5)2,0.084826222,1.6397
mp-773601,Li2CuP3H8O13,0.08167625,1.6309
mp-26851,Li2CuPO4,0.049517606,1.3886
mp-767279,Li2DyPCO7,0.093907351,4.7848
mp-768195,Li2ErPCO7,0.090479391,4.8579
mp-770764,Li2Fe(BO2)5,0.019535403,3.0402
mp-759605,Li2Fe(CO3)2,0.031392952,3.9379
mp-1640067,Li2Fe(CoO3)2,0.05447391,0.5655
mp-26125,Li2Fe(PO3)4,0.009334568,4.19
mp-705356,Li2Fe(PO3)5,0.035862551,2.137
mp-772589,Li2Fe(Si2O5)2,0.053034731,3.3375
mp-753634,Li2Fe(SiO3)2,0.013097569,4.6142
mp-1193501,Li2Fe(SO4)2,0.001565414,4.2848
mp-1210849,Li2Fe(WO4)2,0.001066717,3.35
mp-1178002,Li2Fe2(CO3)3,0.077026495,3.9898
mp-21778,Li2Fe2(MoO4)3,0,2.6564
mp-1261131,Li2Fe2(SiO3)3,0.053930075,2.8911
mp-777573,Li2Fe2(SO4)3,0.008113625,4.1485
mp-1211052,Li2Fe2(WO4)3,0.05063201,3.4384
mp-779057,Li2Fe2B2O7,0.082371677,1.9294
mp-759155,Li2Fe2C2O7,0.087990981,3.1587
mp-776880,Li2Fe2Ni(PO4)3,0.069603942,1.4032
mp-752505,Li2Fe2OF4,0.081684606,2.2497
mp-755474,Li2Fe2OF6,0.043707412,2.0287
mp-757107,Li2Fe2Si2O7,0.045361076,2.9152
mp-766530,Li2Fe2Si3O10,0.053868372,2.3253
mp-757429,Li2Fe2Si4O11,0.014071524,3.4646
mp-757523,Li2Fe2Si5O13,0.036211077,3.0926
mp-765416,Li2Fe2Si8O19,0.066582275,3.0361
mp-753647,Li2Fe2SiO6,0.059983347,2.158
mp-26985,Li2Fe3(P2O7)2,0.004125617,3.9224
mp-771770,Li2Fe3(PO4)3,0.066341354,1.0999
mp-757311,Li2Fe3(Si3O8)2,0.052912181,2.5894
mp-759106,Li2Fe3(SiO4)2,0.049815509,2.2296
mp-1177997,Li2Fe3BiO8,0.003841164,1.142
mp-776754,Li2Fe3F8,0.025608903,3.2095
mp-849572,Li2Fe3OF6,0.076760641,1.9706
mp-849240,Li2Fe3P4(HO4)4,0.021336941,4.1444
mp-759311,Li2Fe3P5O18,0.07406497,1.618
mp-758205,Li2Fe3P9O28,0.051594544,2.4363
mp-771712,Li2Fe3SbO8,0,1.4002
mp-757294,Li2Fe3Si3O10,0.027509526,3.0276
mp-1274949,Li2Fe3TeO8,0.026816812,1.3886
mp-775493,Li2Fe3WO8,0.052242003,0.9396
mp-755479,Li2Fe4O3F8,0.068840178,1.9451
mp-849951,Li2Fe4OF8,0.056960186,3.0936
mp-758011,Li2Fe4Si4O13,0.033968688,2.9365
mp-540431,Li2Fe5(PO4)4,0.038336935,3.5628
mp-757408,Li2Fe5(Si2O7)2,0.031622784,2.8575
mp-849403,Li2Fe5F17,0.084795086,2.9095
mp-755119,Li2Fe5O5F7,0.099130234,1.1635
mp-767707,Li2Fe5Si5O16,0.050346359,1.8341
mp-771027,Li2FeAsCO7,0.0262117,1.8906
mp-771016,Li2FeBO4,0.036968173,2.1638
mp-1284679,Li2FeCo3O8,0.00140212,0.7058
mp-757609,Li2FeCO4,0.083218772,2.3439
mp-1579553,Li2FeCSO7,0.066194881,4.3531
mp-849283,Li2FeF4,0.019248847,3.5932
mp-776635,Li2FeF5,0.011709363,3.66
mp-1210923,Li2FeGeO4,0,2.1565
mp-770572,Li2FeH12(SO7)2,0.063941359,3.9178
mp-770588,Li2FeH4(SO5)2,0.048862017,4.2367
mp-778185,Li2FeH8(SO6)2,0.055771636,3.8099
mp-756268,Li2FeNi(PO4)2,0.00236561,3.0236
mp-755094,Li2FeO2,0.002024538,1.7893
mp-754758,Li2FeO2F,0.002776177,1.4225
mp-887724,Li2FeO3,0.003513325,1.0267
mp-850401,Li2FeOF3,0.05256204,1.9609
mp-766101,Li2FeP2HO8,0,1.9142
mp-779056,Li2FeP2O7,0.004362179,3.9628
mp-859112,Li2FeP3O10,0.064419643,2.7898
mp-759228,Li2FeP4(H4O5)4,0.014989369,2.6388
mp-753770,Li2FePCO7,0.008345268,1.911
mp-1638898,Li2FePHO5,0.046805965,3.7864
mp-759229,Li2FePO4F,0.031746696,3.7155
mp-766462,Li2FePO5,0.058446398,1.8923
mp-753540,Li2FeSi3O8,0.06015072,3.081
mp-18968,Li2FeSiO4,0,3.1236
mp-772178,Li2FeSn(PO4)2,0.062991719,2.8562
mp-1177968,Li2FeSnO4,0.020262826,1.7179
mp-554782,Li2Ga2GeS6,0.035432831,2.1339
mp-1080241,Li2Ge(S2O7)3,0,3.7676
mp-7998,Li2Ge2O5,0.021553242,3.3005
mp-1020012,Li2Ge4O9,0.04561557,2.7381
mp-5832,Li2Ge7O15,0.050123656,2.9882
mp-7791,Li2GeF6,0,5.5194
mp-1029776,Li2GeN2,0,2.6889
mp-15349,Li2GeO3,0,3.568
mp-19896,Li2GePbS4,0,2.2649
mp-1222711,Li2GeTeO6,0,3.0974
mp-722272,Li2H12C3SN6O7,0.002828938,5.0205
mp-2647033,Li2H2C6N9Cl,0,2.9466
mp-24165,Li2H2SeO5,0.009272727,3.9952
mp-23849,Li2H2SO5,0.010542962,5.5815
mp-720254,Li2H4(SO4)3,0,5.8773
mp-1078552,Li2H6Pt,0,2.8838
mp-1104879,Li2H6PtO6,0.027762352,2.6584
mp-1120754,Li2HClO,0,4.9692
mp-1177942,Li2Hf2O5,0.080309158,4.346
mp-1097065,Li2HfN2,0,1.9346
mp-2724101,Li2HfO3,0,4.0573
mp-559070,Li2Hg(PO3)4,0.005016921,2.9522
mp-1206880,Li2HgO2,0,1.1767
mp-643069,Li2HIO,0,4.3237
mp-1189725,Li2HN,0,2.0831
mp-768200,Li2HoPCO7,0.096236781,5.0686
mp-1222669,Li2IBr,0.01103782,4.1336
mp-1191476,Li2In2GeS6,0.013810206,2.3229
mp-1191200,Li2In2GeSe6,0.017087044,1.5416
mp-1191903,Li2In2SiS6,0.004144319,2.428
mp-1191817,Li2In2SiSe6,0.007651633,1.8159
mp-1222830,Li2InFe(P2O7)2,0,2.7432
mp-1222810,Li2InP2HO8,0,3.921
mp-1211252,Li2La(NO3)5,0,3.7223
mp-9406,Li2La2Ti3O10,0.020434332,2.0739
mp-1222859,Li2La3Nd(SbO6)2,0.005489018,3.9249
mp-1210908,Li2Lu5B3O13,0.002079946,4.4597
mp-755876,Li2LuPCO7,0.08619213,4.7648
mp-1193106,Li2Mg(HN)2,0,2.3086
mp-14646,Li2Mg2(SO4)3,0,5.6252
mp-774895,Li2Mg2(WO4)3,0.050644253,4.1589
mp-755564,Li2Mg2MnFe(PO4)4,0.01224899,0.5471
mp-561336,Li2Mg2Si4O11,0.015865033,4.9276
mp-758770,Li2Mg3Ti6O16,0.014628328,3.1479
mp-1195467,Li2MgB12(H4O7)4,0.005803172,5.8496
mp-1199747,Li2MgB4(H17N3)2,0.018965377,5.4504
mp-29009,Li2MgBr4,0.014596736,4.5262
mp-1222661,Li2MgCdP2,0,2.004
mp-38684,Li2MgCl4,0.008656791,5.2764
mp-760219,Li2MgCo13O28,0.028245046,0.7121
mp-1277613,Li2MgCo3O8,0.022996245,0.8152
mp-1177996,Li2MgCr3(SO4)6,0.024326896,0.8518
mp-773018,Li2MgCr3Se3(SO8)3,0.040503287,0.6478
mp-1210797,Li2MgGeO4,0,3.7673
mp-1104241,Li2MgH4,0.019022173,3.8467
mp-581301,Li2MgMn3O8,0,1.8867
mp-11189,Li2MgSiO4,0,4.9405
mp-774752,Li2MgTi3O8,0,3.2916
mp-1222757,Li2MgTi9O20,0.003944842,2.7058
mp-1222626,Li2MgZrO4,0.016150632,2.9598
mp-772440,Li2Mn(BO2)5,0.052094841,0.9682
mp-776779,Li2Mn(BO3)2,0.079197706,1.743
mp-765973,Li2Mn(CO3)2,0.037816197,3.0605
mp-759297,Li2Mn(FeO3)2,0.070600652,0.5646
mp-762624,Li2Mn(NiO3)2,0.040882077,0.5479
mp-26095,Li2Mn(PO3)4,0.006213659,4.4509
mp-705355,Li2Mn(PO3)5,0.030802283,1.5914
mp-753291,Li2Mn(PO4)2,0.006089311,0.7398
mp-1177936,Li2Mn(SeO3)2,0.098651644,3.2053
mp-849390,Li2Mn(Si2O5)2,0.05678383,3.0364
mp-754949,Li2Mn(SiO3)2,0.012182672,3.4869
mp-1193172,Li2Mn(SO4)2,0,3.5794
mp-752466,Li2Mn2(CO3)3,0.086983257,4.0204
mp-759308,Li2Mn2(PO4)3,0.014374211,0.8459
mp-757647,Li2Mn2(Si2O5)3,0.059547432,3.2082
mp-772645,Li2Mn2(SiO3)3,0.055268024,2.828
mp-777817,Li2Mn2(SO4)3,0.004813057,4.6747
mp-754926,Li2Mn2CoO6,0.07382374,0.7765
mp-775291,Li2Mn2Cr3O12,0.072831242,1.7396
mp-759600,Li2Mn2F7,0.05289532,0.8603
mp-776051,Li2Mn2Fe(PO4)3,0.091262473,0.5299
mp-1573004,Li2Mn2FeO6,0.077640152,1.2088
mp-554979,Li2Mn2NiO6,0.069361467,1.2426
mp-753723,Li2Mn2OF6,0.02154496,1.3015
mp-1177931,Li2Mn2P2(H4O5)3,0.058498602,2.0708
mp-770546,Li2Mn2P2O7F2,0.096598321,2.8466
mp-867571,Li2Mn2P2O9,0.073915789,0.6033
mp-1177930,Li2Mn2P3(HO4)3,0.062619703,4.0012
mp-1664329,Li2Mn2P4H3O16,0.036483382,0.8809
mp-780897,Li2Mn2P4H6O17,0.02526637,0.8574
mp-1567262,Li2Mn2SbO6,0.075314955,0.9462
mp-859108,Li2Mn2Si2O7,0.030708328,3.025
mp-779016,Li2Mn2Si2O9,0.088916243,0.8886
mp-766544,Li2Mn2Si3O10,0.072224963,0.9698
mp-767711,Li2Mn2Si4O11,0.01335219,3.1817
mp-757482,Li2Mn2Si5O13,0.018802833,3.0396
mp-754419,Li2Mn2SnO6,0.050340055,1.0102
mp-850881,Li2Mn3(BO3)3,0.045132682,0.7908
mp-754774,Li2Mn3(CoO4)3,0.035989397,0.7853
mp-26083,Li2Mn3(P2O7)2,0.008266205,3.7499
mp-773051,Li2Mn3(SeO3)4,0,2.3399
mp-766967,Li2Mn3(Si3O8)2,0.047536989,2.8647
mp-774444,Li2Mn3(SiO3)4,0.079758738,0.9432
mp-849556,Li2Mn3(SiO4)2,0.052420343,2.0447
mp-757513,Li2Mn3CoO8,0.004672766,1.0346
mp-775679,Li2Mn3CrO8,0.064991315,0.5217
mp-1177965,Li2Mn3F8,0.024558866,3.1398
mp-777396,Li2Mn3FeO8,0.007325591,0.5707
mp-1307659,Li2Mn3GaO8,0.000861605,0.5734
mp-756486,Li2Mn3NbO8,0.015383305,0.5009
mp-771112,Li2Mn3NiO8,0,0.9363
mp-762412,Li2Mn3O6,0.031172987,0.8406
mp-770534,Li2Mn3O7,0.013383061,1.0299
mp-759714,Li2Mn3OF6,0.085407876,1.7183
mp-778123,Li2Mn3P4(HO4)4,0.028675827,3.6289
mp-1177915,Li2Mn3P5O18,0.052831897,0.7114
mp-758207,Li2Mn3P9O28,0.048978279,0.7298
mp-763186,Li2Mn3SbO8,0,1.0902
mp-767709,Li2Mn3Si3O10,0.016499442,2.5783
mp-772578,Li2Mn3SnO8,0.003643717,0.5106
mp-1303020,Li2Mn3TeO8,0.007906302,0.649
mp-1177922,Li2Mn3VO8,0.038910943,1.0272
mp-758707,Li2Mn3WO8,0.06100217,0.7558
mp-704943,Li2Mn3ZnO8,0,1.2899
mp-761138,Li2Mn4OF8,0.0797339,1.1865
mp-759540,Li2Mn4P4O15,0.071094508,3.0924
mp-860880,Li2Mn4Si4O13,0.01581307,2.3459
mp-850918,Li2Mn5(PO4)4,0.052340815,3.098
mp-850291,Li2Mn5(Si2O5)6,0.059198109,3.8963
mp-765986,Li2Mn5Si5O16,0.048785996,2.1642
mp-780778,Li2Mn7(P2O7)4,0.014602463,3.529
mp-753570,Li2Mn7F16,0.078987585,2.6388
mp-753981,Li2Mn7F18,0.073014344,0.6911
mp-770689,Li2MnAl2O6,0.090814949,1.7196
mp-770551,Li2MnAlO4,0.056835135,0.7265
mp-28250,Li2MnBr4,0.004526323,1.7801
mp-34148,Li2MnCl4,0,1.8782
mp-755452,Li2MnCo(PO4)2,0.021353588,2.4609
mp-1306729,Li2MnCo3O8,0.089547827,0.8725
mp-764236,Li2MnCO5,0.047427329,0.5015
mp-1173910,Li2MnCoO4,0.02152639,0.5258
mp-757355,Li2MnCr(PO4)2,0.002282941,1.9013
mp-1177916,Li2MnCr3O8,0.067049653,0.9678
mp-755443,Li2MnCrO4,0.041937342,0.7586
mp-780526,Li2MnCSO7,0.068124396,3.8192
mp-777589,Li2MnF4,0.021475915,4.0319
mp-556229,Li2MnF5,0,1.8414
mp-754966,Li2MnF6,0,2.6841
mp-756125,Li2MnFe(BO3)2,0.002958006,2.9413
mp-761246,Li2MnFe(PO4)2,0.000534143,3.4593
mp-1177898,Li2MnFeO4,0.015609127,1.2093
mp-1210796,Li2MnGeO4,0,2.0368
mp-772240,Li2MnH4(SO5)2,0.034266356,4.0138
mp-779330,Li2MnH8(SO6)2,0.058557635,3.9071
mp-778744,Li2MnNi(PO4)2,0.004494668,2.6905
mp-19279,Li2MnO2,0.027881845,2.4263
mp-1280554,Li2MnO2F,0.006955458,1.4027
mp-18988,Li2MnO3,0,1.3684
mp-753282,Li2MnOF3,0.036756454,1.2664
mp-779443,Li2MnP2HO8,0.005188219,0.7347
mp-1203394,Li2MnP2O7,0,4.3532
mp-782647,Li2MnP3O10,0.054733107,1.3778
mp-759299,Li2MnP4(H4O5)4,0.01528813,4.1836
mp-756699,Li2MnPCO7,0.010624273,0.6843
mp-754995,Li2MnPHO5,0.060057979,3.1919
mp-776063,Li2MnPO4F,0.027158775,3.0801
mp-752743,Li2MnPO5,0.078247284,1.0031
mp-753994,Li2MnSi3O8,0.078055752,2.3135
mp-779020,Li2MnSi4O11,0.092247087,0.9706
mp-768606,Li2MnSiCO7,0.073277308,0.9821
mp-559240,Li2MnSiO4,0,3.0521
mp-755733,Li2MnSiO5,0.090040372,0.5558
mp-860889,Li2MnSn(PO4)2,0.057405111,3.0925
mp-566593,Li2MnSn3O8,0.045915355,1.1585
mp-773184,Li2MnSnO4,0.053470418,1.1925
mp-1195603,Li2MnSnS4,0.000789035,1.1047
mp-770642,Li2MnSO4F3,0.083783836,1.4832
mp-778108,Li2MnV(P2O7)2,0.012111377,0.601
mp-757718,Li2MnV(PO4)2,0.003355727,2.5021
mp-768547,Li2MnV(PO4)3,0.011455646,1.0028
mp-775327,Li2MnV3O8,0.009004126,1.2289
mp-755976,Li2MnV4FeO12,0.083029306,1.0531
mp-862462,Li2MnV4NiO12,0.07628547,0.8984
mp-754810,Li2MnVP2(HO5)2,0.02730274,1.0425
mp-1177877,Li2MnVP2(O4F)2,0,0.8945
mp-776740,Li2MnWO6,0.055314374,0.7696
mp-540310,Li2Mo(PO3)5,0.033342101,4.4309
mp-583981,Li2Mo(PO4)2,0.027315475,1.9317
mp-675779,Li2Mo3S4,0,1.4366
mp-557229,Li2Mo4O13,0.011192753,2.3953
mp-22439,Li2MoF6,0,2.0388
mp-694855,Li2MoO3,0,1.3636
mp-18050,Li2MoO4,0,3.8713
mp-1101555,Li2MoP4O13,0.012547428,1.8746
mp-753897,Li2Nb2Fe3O10,0.075807169,1.5601
mp-772073,Li2Nb4O11,0.043483337,2.3476
mp-756793,Li2Nb4ZnO12,0.023999024,2.8733
mp-759780,Li2Nb6NiO18,0.07327926,0.8795
mp-1177871,Li2NbCo3O8,0.099889924,0.6957
mp-758202,Li2NbCr3O8,9.01E-05,1.5999
mp-775011,Li2NbFe3O8,0.02593493,1.8009
mp-755505,Li2NbOF5,0.008421649,3.7383
mp-1246420,Li2NbV(PO5)2,0.071553817,2.1366
mp-777682,Li2NbV3O8,0.00289316,1.1002
mp-1211215,Li2Nd(NO3)5,0,3.6948
mp-766032,Li2Ni(CO3)2,0.042308471,3.5794
mp-26165,Li2Ni(PO3)4,0.012201017,4.3565
mp-25841,Li2Ni(PO3)5,0.057997168,1.0713
mp-775433,Li2Ni(PS3)2,0.027453985,0.5458
mp-560212,Li2Ni(SO4)2,0.001803346,4.0454
mp-558765,Li2Ni(WO4)2,0.001622866,3.0801
