MP ID,Formula,Energy Above Hull (eV),Band Gap (eV)
mp-1211383,Li2Ni2(MoO4)3,0.002540669,2.9643
mp-768896,Li2Ni2(SO4)3,0.008815751,3.8594
mp-1569254,Li2Ni2BiO6,0.023757412,0.8309
mp-1639439,Li2Ni2SbO6,0.047281758,0.669
mp-25991,Li2Ni3(P2O7)2,0,3.6044
mp-1275701,Li2Ni3BiO8,0.004115003,0.7895
mp-753499,Li2Ni3O3F2,0.053776216,2.204
mp-1303958,Li2Ni3SbO8,0.000719177,0.6613
mp-760774,Li2Ni3SnO8,0.018244565,0.5037
mp-1177957,Li2Ni3WO8,0.054416652,0.5904
mp-765224,Li2Ni4OF8,0.078712436,2.9515
mp-705401,Li2Ni4P4O15,0.047155568,3.3233
mp-771080,Li2NiBO4,0.082430566,0.9314
mp-771145,Li2NiCSO7,0.061068062,3.2596
mp-35759,Li2NiF4,0,4.6955
mp-21650,Li2NiGe3O8,0,3.0431
mp-1210913,Li2NiGeO4,0.020161357,2.9925
mp-771658,Li2NiH12(SO7)2,0.045321333,4.8361
mp-771916,Li2NiH8(CO5)2,0.052191957,4.1397
mp-19308,Li2NiO2,0.002541691,0.9116
mp-764731,Li2NiO2F,0.089310502,0.712
mp-556550,Li2NiO3,0,1.1037
mp-753392,Li2NiOF2,0.038072965,1.6076
mp-779070,Li2NiP2O7,0.00423252,4.3122
mp-554446,Li2NiPO4F,0.029674211,3.6477
mp-770823,Li2NiSn(PO4)2,0.07876822,1.773
mp-755249,Li2NiSnO4,0.012322318,1.9166
mp-1960,Li2O,0,4.8986
mp-841,Li2O2,0,1.9743
mp-1198188,Li2P(H2O3)2,0.060333665,3.7626
mp-1201206,Li2P(HO)6,0.026140201,5.6516
mp-733849,Li2P2H2O7,0.027498839,5.2791
mp-616572,Li2P2PdO7,0.007868869,1.0586
mp-753190,Li2P2WO8,0.006334048,2.7776
mp-757625,Li2P4WO13,0.049664852,2.9841
mp-758370,Li2P5WO15,0.030175538,1.509
mp-1198596,Li2P7(H3N)9,0,2.0905
mp-776995,Li2P8W3O29,0.025524795,2.1807
mp-22450,Li2PbO3,0,1.044
mp-13985,Li2PdF6,0,1.6749
mp-7608,Li2PdO2,0,1.1973
mp-760483,Li2PdO3,0,1.097
mp-1198271,Li2PH3O4,0.022531063,5.3952
mp-1020019,Li2PNO2,0,5.3528
mp-555979,Li2Pr(NO3)5,0,3.6557
mp-13986,Li2PtF6,0,2.3577
mp-1177862,Li2PtO2,0.029056208,1.5326
mp-531826,Li2PtO3,0,1.734
mp-757392,Li2PWO6,0.055696322,2.6243
mp-1153,Li2S,0,3.3862
mp-1020013,Li2S2O7,0,5.536
mp-684477,Li2Sb(PO3)5,0.036969961,3.7537
mp-771804,Li2SbAsCO7,0.064387856,3.1607
mp-776357,Li2SbP(OF3)2,0.08631389,3.7559
mp-759117,Li2SbP3O10,0.073801899,3.5521
mp-1177866,Li2SbPCO7,0.030352966,4.0421
mp-776356,Li2SbS2,0.068733413,1.4659
mp-769153,Li2SbSO4F3,0.074505297,4.3691
mp-771836,Li2ScFe(SiO3)4,0.008767615,2.9333
mp-1222849,Li2ScP2HO8,0,4.7658
mp-767341,Li2ScPCO7,0.047280668,4.0839
mp-2286,Li2Se,0,2.9746
mp-1194726,Li2Se2O7,0,2.9445
mp-4855,Li2SeO4,0,3.8324
mp-772287,Li2Si12(NiO6)5,0.090905181,4.3937
mp-766586,Li2Si2Ni2O7,0.07101421,3.0167
mp-766974,Li2Si2Ni3O8,0.086396724,2.7613
mp-1645783,Li2Si2NiO6,0.035816276,3.7949
mp-4117,Li2Si2O5,0,5.154
mp-753700,Li2Si2WO7,0.043225132,2.7995
mp-1265127,Li2Si3Ni2O9,0.067736883,3.7565
mp-861061,Li2Si3Ni3O10,0.03188083,3.7241
mp-757113,Li2Si3NiO8,0.083872104,3.5044
mp-555899,Li2Si3O7,0.002952715,5.2253
mp-757413,Li2Si4Ni4O13,0.041194898,3.0563
mp-1651525,Li2Si4Ni5O14,0.067873668,2.5811
mp-770701,Li2Si4NiO10,0.065204049,3.4654
mp-859789,Li2Si5Ni2O13,0.055695201,3.2519
mp-756771,Li2Si5Ni5O16,0.09578267,2.4104
mp-850290,Li2Si6Ni2O15,0.083189147,3.8219
mp-757273,Li2Si6Ni3O16,0.08529936,3.411
mp-772132,Li2SiBSbO7,0.090265378,2.5145
mp-1193269,Li2SiF6,0,8.0844
mp-684024,Li2SiN2,0,3.8508
mp-756200,Li2SiNiO4,0.015719058,3.0165
mp-5012,Li2SiO3,0,5.0766
mp-1210789,Li2SiS3,0,3.1777
mp-770647,Li2SiSnCO7,0.08537655,3.0436
mp-1021497,Li2SiSnS4,0.01686849,1.9189
mp-1211322,Li2Sm(NO3)5,0,3.6957
mp-768193,Li2SmPCO7,0.09932222,4.6246
mp-759667,Li2Sn(BO3)2,0.071136241,3.2075
mp-1195757,Li2Sn(H5O4)2,0,4.465
mp-1194119,Li2Sn(HO)6,0.000935592,3.8055
mp-26271,Li2Sn(PO3)4,0.020036247,3.8013
mp-757479,Li2Sn(PO3)6,0.085586388,1.8913
mp-780576,Li2Sn(SO4)2,0.051549445,3.7469
mp-777931,Li2Sn2(SO4)3,0.031441868,3.6139
mp-26871,Li2Sn3(P2O7)2,0.045174434,2.7556
mp-765351,Li2Sn4P4O15,0.099934639,2.8944
mp-757282,Li2Sn5(PO4)4,0.066811516,2.1231
mp-770833,Li2SnBO4,0.079718345,1.07
mp-771707,Li2SnBPO7,0.097765901,2.7307
mp-1205739,Li2SnF6,0,5.0089
mp-1195382,Li2SnH14Se3O7,0,1.9732
mp-1029385,Li2SnN2,0,1.6967
mp-3540,Li2SnO3,0,3.1283
mp-1222981,Li2SnO4,0.083317755,2.2753
mp-27033,Li2SnP2O7,0.017004381,3.5874
mp-1190364,Li2SnS3,0.000665135,1.4191
mp-1095291,Li2SnSe3,0,1.4797
mp-8673,Li2SnTeO6,0,2.0439
mp-4556,Li2SO4,0,6.1674
mp-561011,Li2Ta2(OF2)3,0,3.8336
mp-772938,Li2Ta4O11,0.029954189,3.4741
mp-2530,Li2Te,0,2.4914
mp-27811,Li2Te2O5,0,3.2521
mp-1203622,Li2TeMoO6,0.024422493,3.0987
mp-27231,Li2TeO3,0,3.5802
mp-13843,Li2TeO4,0,2.2671
mp-558731,Li2TeS3,0,1.0825
mp-570080,Li2TeSe3,0.000436369,0.5098
mp-1196881,Li2TeWO6,0.007115902,3.6401
mp-1194965,Li2Th(AsO4)2,0,3.9494
mp-27487,Li2ThN2,0,2.2244
mp-759926,Li2Ti(BO3)2,0.061960804,2.9516
mp-758964,Li2Ti(FeO3)2,0.079101578,1.3694
mp-1222778,Li2Ti(IO3)6,0,2.7776
mp-758894,Li2Ti(TeO4)3,0.009614494,1.4609
mp-1222715,Li2Ti2AsPO10,0.003430575,3.139
mp-757277,Li2Ti2CoO6,0.088402309,1.935
mp-753064,Li2Ti2FeO6,0.095058768,1.5542
mp-1273561,Li2Ti2Mn3O10,0.057615828,1.1323
mp-720669,Li2Ti2MnCr2(PO4)6,0.012822904,2.1315
mp-1222689,Li2Ti2MnNiO8,0.027664238,1.0697
mp-831246,Li2Ti2NiO6,0.085946158,2.6289
mp-756294,Li2Ti2O5,0.028946053,3.4224
mp-753863,Li2Ti2S5,0.070357776,1.1807
mp-1305884,Li2Ti2V3O10,0.051681012,1.2225
mp-754529,Li2Ti2VO6,0.09099283,0.8498
mp-768110,Li2Ti3CoO8,0,2.1204
mp-775306,Li2Ti3FeO8,0.004141965,1.7926
mp-775865,Li2Ti3MnO8,0,2.0686
mp-775326,Li2Ti3NiO8,0,2.3305
mp-1190132,Li2Ti3O7,0.015399773,2.9823
mp-772416,Li2Ti3Sn(PO4)6,0.002175979,2.5061
mp-779116,Li2Ti3SnO8,0.066151109,1.2186
mp-753240,Li2Ti3V3O12,0.095744616,0.9738
mp-774797,Li2Ti3ZnO8,0,3.1268
mp-732284,Li2Ti4Co(AsO5)4,0.010862802,2.7286
mp-1222854,Li2Ti4Co(PO5)4,0.037765391,2.3814
mp-725430,Li2Ti4Ni(PO5)4,0.004925097,2.6288
mp-772151,Li2Ti4O9,0.013415856,2.8924
mp-1190625,Li2Ti6O13,0.019426687,2.8381
mp-558619,Li2Ti6PbO14,0,2.6324
mp-759849,Li2Ti6Zn3O16,0,2.7517
mp-759382,Li2Ti7Nb6O30,0.057548883,2.2723
mp-756565,Li2Ti7O15,0.078768973,1.2216
mp-770848,Li2TiCo2O5,0.059650267,0.8902
mp-1177858,Li2TiCoO4,0.037802894,1.0566
mp-1223017,Li2TiCr(PO4)3,0,2.3334
mp-757086,Li2TiCr2O6,0.082309895,2.0191
mp-1275461,Li2TiCr3O8,0.015421387,0.8333
mp-7603,Li2TiF6,0,4.1597
mp-1222972,Li2TiFe(PO4)3,0,2.3733
mp-756002,Li2TiFe2O5,0.03752505,1.0745
mp-1306478,Li2TiFeO4,0.036604188,1.348
mp-13182,Li2TiGeO5,0.001536969,3.4593
mp-1222732,Li2TiMn2NiO8,0.025739022,0.7694
mp-776053,Li2TiMn2O6,0.071562251,1.2211
mp-775166,Li2TiMn3O8,0.015388669,0.5058
mp-1245502,Li2TiN2,0.012302579,0.8614
mp-770852,Li2TiNi2O5,0.039484313,1.5476
mp-775328,Li2TiNi3O8,0.040506672,0.6651
mp-755096,Li2TiNiO4,0.034769213,1.6433
mp-2931,Li2TiO3,0,3.0338
mp-769287,Li2TiS2O,0.027613074,1.9835
mp-6332,Li2TiSiO5,0,3.2153
mp-769380,Li2TiSn3(PO4)6,0.006984568,2.3922
mp-756117,Li2TiTeO6,0,2.0991
mp-752814,Li2TiV2O6,0.035918277,1.2731
mp-1304584,Li2TiV3O8,0.005958819,1.0657
mp-1573040,Li2TiV5O12,0.090222141,1.0517
mp-755429,Li2TiVO5,0.031227468,2.2828
mp-754034,Li2TlPCO7,0.037262397,1.5182
mp-1184973,Li2TlSb,0.0279276,0.6976
mp-768218,Li2TmPCO7,0.091748103,4.8642
mp-560793,Li2U(MoO5)2,0,2.4115
mp-759350,Li2U(WO5)2,0.017595971,1.2832
mp-558910,Li2U3(PO5)4,0,2.1386
mp-559539,Li2U3P2O15,0,2.2683
mp-554685,Li2U3V2O15,0,1.9974
mp-557893,Li2U4W4O25,0.016630219,1.632
mp-560160,Li2U5MoO19,0.03160317,1.3518
mp-9607,Li2UO4,0,2.1005
mp-1223021,Li2UWO7,0.030649737,1.87
mp-772429,Li2V(BO2)5,0.040792602,2.5921
mp-1567493,Li2V(CO3)2,0.049816469,2.9913
mp-758564,Li2V(CO3)3,0.07135811,2.3544
mp-1280578,Li2V(OF)2,0.076134857,1.9109
mp-697754,Li2V(PO3)4,0.025735098,3.0199
mp-540330,Li2V(PO3)5,0.032200445,1.9238
mp-26415,Li2V(PO4)2,0.028517724,1.3101
mp-766408,Li2V(Si2O5)2,0.071617315,1.282
mp-775292,Li2V(Si2O5)3,0.031261962,2.3511
mp-863421,Li2V(SiO3)2,0.076680769,1.6437
mp-757471,Li2V(SiO3)3,0.097391592,2.1059
mp-759347,Li2V(SO4)2,0.036292833,3.5672
mp-758511,Li2V2(PO4)3,0.004772949,0.8677
mp-773075,Li2V2(Si2O5)3,0.091873886,0.8684
mp-1267368,Li2V2(SiO3)3,0.059926999,1.751
mp-770191,Li2V2(SO4)3,0.046455136,3.5936
mp-1177840,Li2V2Cr(PO4)3,0.065527136,0.6631
mp-753952,Li2V2F7,0.068963856,0.7864
mp-764224,Li2V2O5F2,0.064543411,2.2056
mp-759836,Li2V2OF5,0.0751087,1.0991
mp-753637,Li2V2OF6,0.054980722,1.6207
mp-831190,Li2V2P2(H4O5)3,0.036825581,2.1731
mp-726294,Li2V2P2O11,0.036172157,2.0181
mp-758541,Li2V2P2O9,0.087121958,1.3212
mp-1177876,Li2V2P4H6O17,0.013746513,2.1062
mp-778184,Li2V2P7HO24,0.044105651,1.4868
mp-766119,Li2V2Si2O9,0.046901988,1.312
mp-758036,Li2V2Si5O13,0.039619539,2.3586
mp-756174,Li2V2SiGeO10,0.062448347,1.7448
mp-754074,Li2V2SnO6,0.086819376,1.5564
mp-752838,Li2V3(OF)4,0.057314433,0.9256
mp-26241,Li2V3(P2O7)2,0.021240333,2.6931
mp-771389,Li2V3BiO8,0.069776061,0.6582
mp-1177869,Li2V3CoO8,0.095230036,1.6402
mp-1302892,Li2V3CrO8,0.00351013,1.1102
mp-778241,Li2V3F8,0.086961446,1.8532
mp-776146,Li2V3FeO8,0.018316394,0.8409
mp-777896,Li2V3NiO8,0.040592193,1.6476
mp-764201,Li2V3O3F5,0.077239552,1.6108
mp-752965,Li2V3O6,0.044687084,0.9237
mp-772164,Li2V3O7,0.085522839,2.2431
mp-773325,Li2V3O8,0.047450941,2.2077
mp-849336,Li2V3P4(HO4)4,0.037139978,2.3922
mp-850740,Li2V3P4H4O19,0.061180931,1.5511
mp-759162,Li2V3P5O18,0.078115893,1.0574
mp-757786,Li2V3P9O28,0.053427233,1.9376
mp-756138,Li2V3SbO8,0,0.872
mp-767778,Li2V3Si3O10,0.029973268,1.925
mp-776870,Li2V3SnO8,0,0.8921
mp-775432,Li2V3TeO8,0.091559626,1.1921
mp-1309047,Li2V3WO8,0.00031165,1.6545
mp-753231,Li2V4O3F8,0.066003615,1.0068
mp-765082,Li2V4P4O15,0.072225957,2.114
mp-767720,Li2V4Si4O13,0.019753298,1.9007
mp-772588,Li2V5B3O13,0.043787633,1.5717
mp-782662,Li2V5Cr2O12,0.094434581,1.2827
mp-1570811,Li2V5CuO12,0.09086051,0.7573
mp-1297854,Li2V5O10,0.064706309,1.1581
mp-772133,Li2VAsCO7,0.041418362,2.0674
mp-768177,Li2VBO4,0.078658377,1.8957
mp-771701,Li2VBPO7,0.094431333,1.5137
mp-36330,Li2VCl4,0.001254277,1.1058
mp-1177806,Li2VCO5,0.051537886,1.6756
mp-755830,Li2VCoO4,0.065833808,1.4746
mp-758263,Li2VCoO5,0.092933572,0.6293
mp-759753,Li2VCr(P2O7)2,0,2.1774
mp-753866,Li2VCr(P2O7)2,0,2.1866
mp-849313,Li2VCr2O6,0.053157048,1.3626
mp-1177800,Li2VCr3O8,0.030650521,1.0533
mp-755540,Li2VCrO4,0.002048764,0.6747
mp-753660,Li2VCrP2(HO5)2,0,2.1349
mp-760236,Li2VCrP2(O4F)2,0,1.9782
mp-775776,Li2VF4,0.016945264,2.7537
mp-754000,Li2VF5,0.013137342,2.4523
mp-753861,Li2VF6,0,2.1121
mp-759125,Li2VF7,0.063496406,1.3491
mp-1177781,Li2VFe(P2O7)2,0,1.9038
mp-861602,Li2VFe(PO4)2,0.01238469,2.5592
mp-772953,Li2VFe3O8,0.075351677,1.3039
mp-756969,Li2VFeO4,0.043745173,0.8325
mp-753930,Li2VFeO5,0.079942268,1.6432
mp-1177767,Li2VFeP2(HO5)2,0.008004766,1.7583
mp-756057,Li2VFeP2(O4F)2,0.062735034,1.368
mp-755571,Li2VGa3O8,0.072188231,1.9553
mp-755369,Li2VGaO4,0.042928872,1.3509
mp-770536,Li2VH2OF5,0.062652753,2.5167
mp-752716,Li2VNi(PO4)2,0.040712838,1.1854
mp-753337,Li2VNiO4,0.041756273,1.2391
mp-763051,Li2VO2F,0.004510748,1.408
mp-772563,Li2VO2F3,0.091698832,2.252
mp-774192,Li2VO3,0.022451056,1.3261
mp-759788,Li2VO3F,0.083940237,2.2236
mp-765507,Li2VOF3,0.049120506,2.3625
mp-780857,Li2VOF4,0.003700841,1.3292
mp-757198,Li2VOF5,0.003597844,2.8337
mp-754990,Li2VP2HO8,0.000966307,2.0855
mp-754669,Li2VP2O7,0.016684069,2.7579
mp-757972,Li2VP3O10,0.051739777,2.1159
mp-780300,Li2VP4(H2O3)6,0.029240368,2.6006
mp-758903,Li2VP4(H4O5)4,0.014781171,1.8897
mp-778891,Li2VP4(HO2)8,0.052184536,2.3981
mp-704203,Li2VP4O13,0.045836709,1.8286
mp-770949,Li2VPCO7,0.013545933,1.9669
mp-1275571,Li2VPHO5,0.063846714,2.6224
mp-776064,Li2VPO4F,0.017004512,2.4164
mp-780725,Li2VPO5,0.076318012,0.8682
mp-616566,Li2VPO6,0.01416504,2.8096
mp-765964,Li2VSi2O7,0.062333787,1.3048
mp-766402,Li2VSi3O8,0.098529557,2.7663
mp-752694,Li2VSi4O11,0.055864585,1.9445
mp-757841,Li2VSi7O16,0.081253477,1.2348
mp-770348,Li2VSiCO7,0.074716523,1.8635
mp-753346,Li2VSiO4,0.075064531,1.75
mp-18860,Li2VSiO5,0,2.3621
mp-756985,Li2VSn(PO4)2,0.071903411,2.3649
mp-769602,Li2VSO4F3,0.090682851,2.237
mp-772400,Li2W(OF2)2,0.003437609,3.7916
mp-27130,Li2W2O7,0.012205641,3.7559
mp-19260,Li2WO4,0,3.7185
mp-753195,Li2WS4,0,1.9871
mp-768220,Li2YPCO7,0.09500366,4.8307
mp-1210963,Li2Zn2(MoO4)3,0.010850676,3.1374
mp-1210825,Li2Zn2W2O9,0.037395116,2.7669
mp-772981,Li2Zn3(Ge3O8)2,0.029315651,2.7137
mp-28829,Li2ZnBr4,0.006390378,3.777
mp-1222618,Li2ZnCdP2,0,1.0652
mp-22961,Li2ZnCl4,0,4.1422
mp-772839,Li2ZnCr3(SO4)6,0.02696431,0.7164
mp-756192,Li2ZnFe(PO4)2,0.024070145,3.4097
mp-8184,Li2ZnGeO4,0,3.1053
mp-1210804,Li2ZnGeS4,0,2.1846
mp-23497,Li2ZnI4,0.0270592,3.1982
mp-17288,Li2ZnSiO4,0,3.633
mp-555965,Li2ZnSn3O8,0,1.9407
mp-555186,Li2ZnSnS4,0,2.3137
mp-772105,Li2Zr2O5,0.074832052,3.623
mp-1223743,Li2Zr4As3(PO8)3,0.008812332,3.9866
mp-1222826,Li2Zr6MnCl15,0.004630136,1.1644
mp-542219,Li2ZrF6,0,6.0773
mp-766132,Li2ZrFe(PO4)3,0.003017377,2.4566
mp-3216,Li2ZrN2,0,1.5619
mp-4156,Li2ZrO3,0,3.7336
mp-6782,Li2ZrTeO6,0.012301818,2.7792
mp-1303525,Li3(CoO2)4,0.058211725,1.2833
mp-756480,Li3(FeO2)4,0.035338164,0.691
mp-1177917,Li32Mn11Cr5O48,0.024232023,1.1768
mp-777884,Li32Mn13Cr3O48,0.014467619,1.2401
mp-777842,Li32Mn3Cr13O48,0.027992849,0.8377
mp-778376,Li32Mn5Cr11O48,0.033233315,0.5009
mp-777154,Li32Ti11Cr5O48,0.01731377,1.1754
mp-1177824,Li32Ti13Cr3O48,0.006556653,1.5932
mp-777558,Li32Ti3Cr13O48,0.018335241,0.9914
mp-777532,Li32Ti5Cr11O48,0.029081019,0.8324
mp-759449,Li3Ag2F5,0.096850601,1.5188
mp-758861,Li3AgF4,0.091178101,2.1989
mp-6097,Li3Al(BO3)2,0.021378956,4.8248
mp-1222590,Li3Al(CoO3)2,0.050315211,0.8599
mp-1177725,Li3Al(FeO3)2,0.047563912,2.1557
mp-1222601,Li3Al2CoO6,0.032758049,0.8303
mp-861240,Li3Al2CrO6,0.025014271,3.5086
mp-770727,Li3Al2FeO6,0.03026122,2.6281
mp-755151,Li3Al2VO6,0.036828186,1.7569
mp-695635,Li3Al3P3H2O14F,0.011026414,5.7714
mp-771900,Li3AlCoO4,0.086543861,1.7269
mp-770586,Li3AlCrO5,0.055797743,1.7517
mp-15254,Li3AlF6,0,7.6884
mp-772439,Li3AlFeO4,0.026613282,2.4242
mp-6765,Li3AlGeO5,0,3.9692
mp-31096,Li3AlH6,0,3.5929
mp-560164,Li3AlMo2(AsO7)2,0.015887176,2.8901
mp-13944,Li3AlN2,0,2.9371
mp-770491,Li3AlNiO4,0.097854251,2.4289
mp-1020023,Li3AlSiO5,0,4.4558
mp-757,Li3As,0,0.6365
mp-680395,Li3As7,0.000924287,1.3269
mp-1199218,Li3As7(H3N)13,0,1.8068
mp-1196446,Li3AsH16(SO2)4,0,2.3283
mp-866667,Li3AsH36(SeN3)4,0,1.8941
mp-9197,Li3AsO4,0,4.1268
mp-28471,Li3AsS3,0,2.2849
mp-7471,Li3AuO3,0,1.8711
mp-15999,Li3AuS2,0,2.0985
mp-1020022,Li3B(PO4)2,0.013199622,6.1272
mp-1020014,Li3B11O18,0,5.5447
mp-770402,Li3B2SbO6,0.059398175,2.7455
mp-1199091,Li3B5(HO5)2,0,5.8338
mp-16828,Li3B7O12,0,5.6047
mp-771341,Li3BePCO7,0.050882774,5.4524
mp-768820,Li3Bi(BO3)2,0,3.2169
mp-1101536,Li3Bi(PO4)2,0.044659964,3.8058
mp-768798,Li3Bi2(BO3)3,0.047712726,3.206
mp-684504,Li3Bi2(PO4)3,0.037332289,3.8832
mp-759263,Li3Bi3(PO4)4,0.096369069,3.3336
mp-778111,Li3Bi3P8O29,0.092408641,0.5346
mp-26835,Li3Bi5(PO4)6,0.041982694,4.0023
mp-768715,Li3BiB4O9,0.060758965,3.6483
mp-777730,Li3BiB8O15,0.066617323,4.0048
mp-769868,Li3BiH8O7,0.044922965,4.0181
mp-28510,Li3BiO3,0,2.4379
mp-557738,Li3BiO4,0,1.0579
mp-753720,Li3BiS3,0.02513505,2.4457
mp-766422,Li3BiS4,0.051271543,1.6645
mp-5001,Li3BN2,0,3.2058
mp-27275,Li3BO3,0,5.1473
mp-28593,Li3BrO,0.03706398,4.2775
mp-5614,Li3BS3,0,3.0495
mp-768169,Li3CaPCO7,0.081461447,4.873
mp-985585,Li3ClO,0.029024843,4.6766
mp-756335,Li3Co(BO3)2,0.062870642,1.1891
mp-25996,Li3Co(PO4)2,0.019492786,0.8173
mp-761039,Li3Co13O5F19,0.092298455,2.225
mp-1640104,Li3Co2(CO3)4,0.036691794,0.7432
mp-26087,Li3Co2(PO4)3,0.019317929,0.8678
mp-752894,Li3Co2(SiO4)2,0.0611337,0.5112
mp-1173960,Li3Co2O5,0.027677709,1.0581
mp-849429,Li3Co2OF5,0.099720862,1.5356
mp-26203,Li3Co2P5O16,0.017535839,3.282
mp-1267688,Li3Co2Si3O10,0.074837766,0.9288
mp-31614,Li3Co3(PO4)4,0.039704556,0.7309
mp-761096,Li3Co3OF7,0.039930864,2.3176
mp-1282858,Li3Co3SbO8,0.094155923,0.8933
mp-756225,Li3Co4SbO8,0.020511167,1.3649
mp-1302608,Li3Co4SnO8,0.048226066,0.6653
mp-754704,Li3Co4WO8,0.055979815,1.3287
mp-754832,Li3Co5OF11,0.054313768,2.6076
mp-760920,Li3CoO2F,0.061499723,1.3231
mp-755926,Li3CoO3,0.045126762,1.2294
mp-764000,Li3CoOF3,0.099551587,2.0876
mp-25458,Li3CoPCO7,0.039335159,2.4231
mp-758411,Li3CoSiO5,0.043687516,0.8665
mp-760283,Li3Cr(BO3)2,0.040460603,2.8884
mp-765400,Li3Cr(CO3)3,0.058643576,2.1942
mp-1275904,Li3Cr(CoO3)2,0.058072184,0.9438
mp-756692,Li3Cr(FeO3)2,0.004772383,1.1506
mp-1661932,Li3Cr(PO4)2,0.022840351,2.6417
mp-765207,Li3Cr(Si2O5)3,0.043008055,3.2396
mp-771093,Li3Cr10Fe5O24,0.012006176,1.1607
mp-695469,Li3Cr13Ni3(SO4)24,0.028480407,2.2487
mp-779404,Li3Cr2(AsO4)3,0.015214599,2.6702
mp-755011,Li3Cr2(FeO4)2,0.058504456,0.564
mp-780606,Li3Cr2(PO4)3,0,2.9721
mp-778433,Li3Cr2(PS4)3,0,1.2201
mp-753687,Li3Cr2CoO6,0.025084512,0.6905
mp-1177772,Li3Cr2Fe3O10,0.095132308,1.1206
mp-755051,Li3Cr2FeO6,0.006717638,1.6803
mp-759310,Li3Cr2P2(O4F)2,0.014460679,1.4299
mp-26425,Li3Cr2P5O16,0.036711203,2.3727
mp-765542,Li3Cr3(CoO6)2,0.08063551,0.7385
mp-772885,Li3Cr3(NiO6)2,0.063347649,0.7285
mp-26205,Li3Cr3(PO4)4,0.018320069,2.442
mp-759061,Li3Cr3CoO8,0.025083038,0.6934
mp-755458,Li3Cr3FeO8,0.050200881,0.7277
mp-755028,Li3Cr3SiO8,0.051181487,2.7547
mp-758264,Li3Cr4P2O8F9,0.077819317,0.9552
mp-1177807,Li3Cr4P5O24,0.095769865,0.9424
mp-1311453,Li3Cr5O8,0.06805551,0.7398
mp-752710,Li3CrB4O9,0.098401335,1.7649
mp-754292,Li3CrBAsO7,0.084067866,2.627
mp-768576,Li3CrBPO7,0.076541308,3.1696
mp-756743,Li3CrClO4,0.028518791,2.2008
mp-561396,Li3CrF6,0,3.9644
mp-770755,Li3CrO3,0.068289362,0.6805
mp-770632,Li3CrO4,0,0.8957
mp-762840,Li3CrP2HO8,0.047231906,2.4359
mp-25459,Li3CrPCO7,0.074694763,2.6266
mp-758792,Li3CrSi2O7,0.043686223,2.715
mp-773206,Li3CrSiBO7,0.086123411,0.6769
mp-774236,Li3CrSiCO7,0.037474404,2.8655
mp-765411,Li3CrSiO5,0.078129367,3.1273
mp-777767,Li3Cu2(SO4)3,0.00121859,3.387
mp-761098,Li3Cu3(PO4)2,0.081307605,1.0094
mp-770818,Li3Cu5O4,0.084677856,0.9534
mp-758689,Li3CuF4,0.086773352,0.8419
mp-760812,Li3CuF6,0.052401239,0.8733
mp-756495,Li3CuO2,0.095768586,2.1601
mp-19970,Li3CuO3,0,0.9644
mp-781753,Li3CuP2O7,0.098280082,1.2102
mp-1177695,Li3CuS2,0.004965525,2.0335
mp-758844,Li3CuSiO4,0.098601889,0.853
mp-1211772,Li3Dy(NO3)6,0,3.1081
mp-1210935,Li3Dy3(TeO6)2,0,3.5477
mp-559129,Li3Er(NO3)6,0,3.1386
mp-1210989,Li3Er3(TeO6)2,0,3.5823
mp-1222492,Li3ErBr6,0,4.4222
mp-676361,Li3ErCl6,0,5.2109
mp-752566,Li3Fe(BO2)5,0.054509038,3.645
mp-770825,Li3Fe(BO3)2,0.013018377,2.1825
mp-765096,Li3Fe(CO3)3,0.058258651,1.8912
mp-1222986,Li3Fe(MoO4)3,0.01784788,2.304
mp-755329,Li3Fe(OF)2,0.065823858,2.1983
mp-26049,Li3Fe(PO3)8,0.061788425,2.6742
mp-773399,Li3Fe(PO4)2,0.019487392,2.16
mp-765285,Li3Fe(Si2O5)3,0.037631394,4.4561
mp-761203,Li3Fe10O7F9,0.085460837,1.434
mp-542008,Li3Fe2(AsO4)3,0.008304618,2.5266
mp-753336,Li3Fe2(CO3)4,0.073419406,1.7107
mp-765004,Li3Fe2(CO4)2,0.096431858,2.0546
mp-1177682,Li3Fe2(OF)3,0.092509757,0.984
mp-849506,Li3Fe2(P2O7)2,0.033204983,1.0356
mp-759417,Li3Fe2(PO3)7,0.084287246,4.0258
mp-25993,Li3Fe2(PO4)3,0.005395785,2.6074
mp-1177702,Li3Fe2(SiO4)2,0.033536258,1.5291
mp-1222513,Li3Fe2CoO6,0.01114018,2.1016
mp-777444,Li3Fe2F7,0.045186148,3.4986
mp-774866,Li3Fe2F9,0.078565681,3.7009
mp-773547,Li3Fe2OF5,0.091692244,2.7438
mp-768653,Li3Fe2P2(CO7)2,0.045703553,1.8939
mp-1177665,Li3Fe2P2(O4F)2,0.02823824,1.5577
mp-1638873,Li3Fe2P4HO14,0.039411484,4.2043
mp-31885,Li3Fe2P5O16,0.014971875,3.5993
mp-766497,Li3Fe3(BO3)4,0.0958879,1.3765
mp-755182,Li3Fe3(OF)4,0.096338854,1.4233
mp-26077,Li3Fe3(PO4)4,0.016787194,2.0208
mp-753126,Li3Fe3(SnO5)2,0.071822574,1.6923
mp-780661,Li3Fe3(WO6)2,0.079860237,2.298
mp-757161,Li3Fe3NiO8,0.018486971,0.6269
mp-764593,Li3Fe3OF7,0.044713782,3.5612
