formula,SIC,,,,,,
Li2V3TeO8,0.018824284,,,,,,
Li2V3WO8,0.015710533,,,,,,
Li2V4CrCuO12,0.56352435,,,,,,
Li2V4CuNiO12,0.74186695,,,,,,
Li2V4O3F8,0.73427933,,,,,,
Li2V4O5F8,0.7507001,,,,,,
Li2V4OF12,0.2218426,,,,,,
Li2V4P4O15,0.01390816,,,,,,
Li2V4Si4O13,0.00914638,,,,,,
Li2V5(PO4)4,0.01186519,,,,,,
Li2V5B3O13,0.5205768,,,,,,
Li2V5CoO12,0.01906987,,,,,,
Li2V5Cr2O12,0.03316775,,,,,,
Li2V5CuO12,0.017847965,,,,,,
Li2V5NiO12,0.01677379,,,,,,
Li2V5O10,0.014220298,,,,,,
Li2V5O12,0.01278849,,,,,,
Li2V6O13,0.01882831,,,,,,
Li2V6O15,0.01931705,,,,,,
Li2VAsCO7,0.14648946,,,,,,
Li2VBO4,0.753705077,,,,,,
Li2VBPO7,0.16530147,,,,,,
Li2VCl4,0.1327067,,,,,,
Li2VCo3O8,0.066960115,,,,,,
Li2VCO5,0.715828745,,,,,,
Li2VCoO4,0.034798047,,,,,,
Li2VCoO5,0.03155714,,,,,,
Li2VCr(P2O7)2,0.017585809,,,,,,
Li2VCr2O6,0.187754055,,,,,,
Li2VCr3O8,0.055519998,,,,,,
Li2VCrO4,0.043460209,,,,,,
Li2VCrP2(HO5)2,0.435153785,,,,,,
Li2VCrP2(O4F)2,0.022136787,,,,,,
Li2VCrS4,0.49282956,,,,,,
Li2VCu(PO4)2,0.02250055,,,,,,
Li2VF4,0.120088845,,,,,,
Li2VF5,0.068365456,,,,,,
Li2VF6,0.216399725,,,,,,
Li2VF7,0.19252594,,,,,,
Li2VFe(P2O7)2,0.018941395,,,,,,
Li2VFe(PO4)2,0.01979938,,,,,,
Li2VFe3O8,0.04150682,,,,,,
Li2VFeO4,0.04608382,,,,,,
Li2VFeO5,0.0300571,,,,,,
Li2VFeP2(HO5)2,0.371120101,,,,,,
Li2VFeP2(O4F)2,0.020922398,,,,,,
Li2VFeS4,0.18853046,,,,,,
Li2VGa3O8,0.035055915,,,,,,
Li2VGaO4,0.03345089,,,,,,
Li2VGeO5,0.03407509,,,,,,
Li2VH2OF5,0.66503267,,,,,,
Li2VN2,0.03560199,,,,,,
Li2VNi(PO4)2,0.02131125,,,,,,
Li2VNiO4,0.036636798,,,,,,
Li2VO2,0.03233706,,,,,,
Li2VO2F,0.04055326,,,,,,
Li2VO2F3,0.6316619,,,,,,
Li2VO3,0.033902125,,,,,,
Li2VO3F,0.030948205,,,,,,
Li2VOF3,0.692758869,,,,,,
Li2VOF4,0.845776227,,,,,,
Li2VOF5,0.743455047,,,,,,
Li2VP2HO8,0.21192249,,,,,,
Li2VP2O7,0.017585085,,,,,,
Li2VP3O10,0.027061725,,,,,,
Li2VP4(H2O3)6,0.06480115,,,,,,
Li2VP4(H4O5)4,0.07281433,,,,,,
Li2VP4(HO2)8,0.5390197,,,,,,
Li2VP4O13,0.02419863,,,,,,
Li2VPCO7,0.15778636,,,,,,
Li2VPHO5,0.435563015,,,,,,
Li2VPO4F,0.027817957,,,,,,
Li2VPO5,0.03859727,,,,,,
Li2VPO6,0.04197667,,,,,,
Li2VSi2O7,0.015591795,,,,,,
Li2VSi3O8,0.02719972,,,,,,
Li2VSi4O11,0.041782575,,,,,,
Li2VSi7O16,0.02237472,,,,,,
Li2VSiCO7,0.19259784,,,,,,
Li2VSiO4,0.016601448,,,,,,
Li2VSiO5,0.039588163,,,,,,
Li2VSn(PO4)2,0.01717765,,,,,,
Li2VSO4F3,0.03240937,,,,,,
Li2W(OF2)2,0.86321056,,,,,,
Li2W2O7,0.020002105,,,,,,
Li2WO12,0.037713565,,,,,,
Li2WO4,0.026494073,,,,,,
Li2WS4,0.18193881,,,,,,
Li2Y14Ti14(S2O5)7,0.017562845,,,,,,
Li2Y5In9,0.4709835,,,,,,
Li2YAl,0.709198085,,,,,,
Li2Yb5B3O13,0.40236983,,,,,,
Li2YbGe,0.9489341,,,,,,
Li2YbIn,0.6982944,,,,,,
Li2YbPb,0.6890334,,,,,,
Li2YbSi,0.9447174,,,,,,
Li2YbSn,0.7102686,,,,,,
Li2YbTl,0.6890334,,,,,,
Li2YGa,0.3042429,,,,,,
Li2YIn,0.50725575,,,,,,
Li2YPCO7,0.15272722,,,,,,
Li2YTl,0.6875076,,,,,,
Li2Zn2(MoO4)3,0.09516072,,,,,,
Li2Zn2W2O9,0.08082634,,,,,,
Li2Zn3(Ge3O8)2,0.02624581,,,,,,
Li2ZnAg,0.3042429,,,,,,
Li2ZnAu,0.6974555,,,,,,
Li2ZnBr4,0.36191854,,,,,,
Li2ZnCd,0.69665813,,,,,,
Li2ZnCdP2,0.11035074,,,,,,
Li2ZnCl4,0.437756405,,,,,,
Li2ZnCr3(SO4)6,0.02027962,,,,,,
Li2ZnCu,0.3042429,,,,,,
Li2ZnCu3,0.6815639,,,,,,
Li2ZnFe(PO4)2,0.0217908,,,,,,
Li2ZnGa,0.3042429,,,,,,
Li2ZnGe,0.94450654,,,,,,
Li2ZnGe3,0.3240725,,,,,,
Li2ZnGeO4,0.02967145,,,,,,
Li2ZnGeS4,0.09688558,,,,,,
Li2ZnHg,0.69665813,,,,,,
Li2ZnI4,0.36180726,,,,,,
Li2ZnIn,0.69665813,,,,,,
Li2ZnPb,0.7258806,,,,,,
Li2ZnPd,0.29354018,,,,,,
Li2ZnSb,0.95016384,,,,,,
Li2ZnSi,0.933164088,,,,,,
Li2ZnSiO4,0.01836665,,,,,,
Li2ZnSn,0.70530287,,,,,,
Li2ZnSn3O8,0.02855821,,,,,,
Li2ZnSnS4,0.06357451,,,,,,
Li2Zr2(PO4)3,0.03056202,,,,,,
Li2Zr2O5,0.038941157,,,,,,
Li2Zr4As3(PO8)3,0.01800538,,,,,,
Li2Zr6MnCl15,0.59797436,,,,,,
Li2Zr7Fe(PO4)12,0.021647305,,,,,,
Li2ZrCuO4,0.08908588,,,,,,
Li2ZrF6,0.209934013,,,,,,
Li2ZrFe(PO4)3,0.022947745,,,,,,
Li2ZrN2,0.01935055,,,,,,
Li2ZrO3,0.02946731,,,,,,
Li2ZrTeO6,0.03858407,,,,,,
Li3(CoO2)4,0.057403878,,,,,,
Li3(CoO2)5,0.03801058,,,,,,
Li3(CoS2)4,0.17534693,,,,,,
Li3(CrS2)4,0.15587418,,,,,,
Li3(CuO)4,0.04384557,,,,,,
Li3(CuO2)2,0.0562583,,,,,,
Li3(Fe2S3)2,0.06139905,,,,,,
Li3(FeO2)4,0.045635313,,,,,,
Li3(FeO2)5,0.02791131,,,,,,
Li3(FeO3)2,0.094157831,,,,,,
Li3(FeS2)2,0.054627717,,,,,,
Li3(Mg2Si)4,0.8988063,,,,,,
Li3(Mo3S4)2,0.04379909,,,,,,
Li3(Nb2Cl5)8,0.39546102,,,,,,
Li3(NiO2)4,0.063088163,,,,,,
Li3(NiO2)5,0.034754895,,,,,,
Li3(NiO2)8,0.03613427,,,,,,
Li3(RuO3)2,0.29331666,,,,,,
Li3(VS2)4,0.1521391,,,,,,
Li3(WO3)8,0.117292407,,,,,,
Li3(ZnSn2)2,0.64608395,,,,,,
Li31Zr2As13,0.9689619,,,,,,
Li31Zr2P13,0.9693742,,,,,,
Li31Zr2Sb13,0.9674228,,,,,,
Li32Mn11Cr5O48,0.086745286,,,,,,
Li32Mn13Cr3O48,0.07276974,,,,,,
Li32Mn3Cr13O48,0.03272466,,,,,,
Li32Mn5Cr11O48,0.03591903,,,,,,
Li32Ti11Cr5O48,0.03475225,,,,,,
Li32Ti13Cr3O48,0.032457413,,,,,,
Li32Ti3Cr13O48,0.07245747,,,,,,
Li32Ti5Cr11O48,0.079151715,,,,,,
Li34(Sb3S2)3,0.9375547,,,,,,
Li34(YSb2)13,0.33476168,,,,,,
Li34Sb8S7,0.9486019,,,,,,
Li35(FeO4)8,0.02085104,,,,,,
Li35(RuO4)12,0.04035011,,,,,,
Li3Ag,0.68415469,,,,,,
Li3Ag2,0.6480238,,,,,,
Li3Ag2F5,0.02196608,,,,,,
Li3Ag2Ge3,0.30650106,,,,,,
Li3Ag3Ge2,0.9369146,,,,,,
Li3Ag3Sn2,0.7266456,,,,,,
Li3AgF4,0.02668306,,,,,,
Li3Al,0.7099301,,,,,,
Li3Al(BO3)2,0.845589067,,,,,,
Li3Al(CoO3)2,0.07044511,,,,,,
Li3Al(FeO3)2,0.039958895,,,,,,
Li3Al2,0.71218795,,,,,,
Li3Al2CoO6,0.063681065,,,,,,
Li3Al2CrO6,0.03865258,,,,,,
Li3Al2FeO6,0.028706637,,,,,,
Li3Al2VO6,0.027629757,,,,,,
Li3AlCoO4,0.0408942,,,,,,
Li3AlCrO5,0.02424907,,,,,,
Li3AlF6,0.189313663,,,,,,
Li3AlFeO4,0.0424578,,,,,,
Li3AlFeO5,0.02364788,,,,,,
Li3AlGeO5,0.02961138,,,,,,
Li3AlH6,0.3367913,,,,,,
Li3AlMo2(AsO7)2,0.11709066,,,,,,
Li3AlN2,0.06927279,,,,,,
Li3AlNiO4,0.06547132,,,,,,
Li3AlSiO5,0.02128808,,,,,,
Li3As,0.894756435,,,,,,
Li3As7,0.06241098,,,,,,
Li3As7(H3N)13,0.01665489,,,,,,
Li3AsF6,0.43832892,,,,,,
Li3AsO4,0.023161905,,,,,,
Li3AsS3,0.1930116,,,,,,
Li3Au,0.7009144,,,,,,
Li3AuF6,0.5226951,,,,,,
Li3AuN2,0.039911845,,,,,,
Li3AuO3,0.01593929,,,,,,
Li3AuS2,0.12676093,,,,,,
Li3B(PO4)2,0.08075637,,,,,,
Li3B11O18,0.01498096,,,,,,
Li3B2SbO6,0.427445633,,,,,,
Li3B3(H8N)2,0.04937888,,,,,,
Li3B5(HO5)2,0.17702863,,,,,,
Li3B7O12,0.02023601,,,,,,
Li3B8O15,0.01191494,,,,,,
Li3Be,0.441279875,,,,,,
Li3BePCO7,0.214779325,,,,,,
Li3BH6,0.03999557,,,,,,
Li3Bi,0.70354855,,,,,,
Li3Bi(BO3)2,0.794031857,,,,,,
Li3Bi(PO4)2,0.04880444,,,,,,
Li3Bi2(BO3)3,0.46228114,,,,,,
Li3Bi2(PO4)3,0.017135611,,,,,,
Li3Bi2P5O18,0.01549568,,,,,,
Li3Bi3(PO4)4,0.011748715,,,,,,
Li3Bi3P8O29,0.020564843,,,,,,
Li3Bi5(PO4)6,0.01082817,,,,,,
Li3BiB4O9,0.5787595,,,,,,
Li3BiB8O15,0.07828401,,,,,,
Li3BiH8O7,0.04516467,,,,,,
Li3BiN2,0.17603683,,,,,,
Li3BiO3,0.028427233,,,,,,
Li3BiO4,0.140813367,,,,,,
Li3BiS3,0.101863567,,,,,,
Li3BiS4,0.05448858,,,,,,
Li3BN2,0.45860335,,,,,,
Li3BO3,0.60966885,,,,,,
Li3BrO,0.8217597,,,,,,
Li3BS3,0.59996724,,,,,,
Li3C,0.87760353,,,,,,
Li3Ca,0.692235135,,,,,,
Li3CaMnN3,0.04483071,,,,,,
Li3CaPCO7,0.40704614,,,,,,
Li3Cd,0.689891423,,,,,,
Li3Ce,0.69190186,,,,,,
Li3Ce2(BO3)3,0.47875842,,,,,,
Li3Ce4B12(H12Cl)4,0.18634567,,,,,,
Li3Ce5Ge4,0.5219827,,,,,,
Li3CeBi2,0.6437548,,,,,,
Li3CeSb2,0.33720937,,,,,,
Li3ClO,0.8071618,,,,,,
Li3CN2,0.4349421,,,,,,
Li3Co,0.68729733,,,,,,
Li3Co(BO2)5,0.72889125,,,,,,
Li3Co(BO3)2,0.83850247,,,,,,
Li3Co(CuO2)4,0.14418411,,,,,,
Li3Co(NiO2)4,0.14351276,,,,,,
Li3Co(NiO3)2,0.105917107,,,,,,
Li3Co(NO2)6,0.7579294,,,,,,
Li3Co(OF)2,0.65308154,,,,,,
Li3Co(PO4)2,0.04718146,,,,,,
Li3Co11O14,0.0868068,,,,,,
Li3Co13O16,0.03015773,,,,,,
Li3Co13O5F19,0.7027453,,,,,,
Li3Co2(CO3)4,0.378420977,,,,,,
Li3Co2(GeO4)2,0.03013973,,,,,,
Li3Co2(GeO4)3,0.11934767,,,,,,
Li3Co2(NiO4)2,0.09764872,,,,,,
Li3Co2(PO4)3,0.01767933,,,,,,
Li3Co2(SiO4)2,0.023495107,,,,,,
Li3Co2Cu3O10,0.03270617,,,,,,
Li3Co2CuO6,0.10364918,,,,,,
Li3Co2Ni3O10,0.03697724,,,,,,
Li3Co2NiO6,0.038241969,,,,,,
Li3Co2O2F3,0.9103764,,,,,,
Li3Co2O5,0.045779452,,,,,,
Li3Co2OF5,0.8167585,,,,,,
Li3Co2P2(O4F)2,0.01305278,,,,,,
Li3Co2P5O16,0.01816542,,,,,,
Li3Co2RuO6,0.03891039,,,,,,
Li3Co2SbO6,0.11045363,,,,,,
Li3Co2Si3O10,0.01271583,,,,,,
Li3Co2SnO6,0.1014418,,,,,,
Li3Co3(Ge3O8)2,0.02780206,,,,,,
Li3Co3(PO4)4,0.011398118,,,,,,
Li3Co3CuO8,0.09658106,,,,,,
Li3Co3NiO8,0.05896141,,,,,,
Li3Co3OF7,0.740840983,,,,,,
Li3Co3SbO8,0.075089306,,,,,,
Li3Co3TeO8,0.0652335,,,,,,
Li3Co4(BO3)4,0.47853646,,,,,,
Li3Co4CuO8,0.05483215,,,,,,
Li3Co4NiO8,0.05483215,,,,,,
Li3Co4O4F3,0.9025766,,,,,,
Li3Co4SbO8,0.06681153,,,,,,
Li3Co4SnO8,0.050564448,,,,,,
Li3Co4TeO8,0.06676895,,,,,,
Li3Co4WO8,0.05412142,,,,,,
Li3Co5OF11,0.24351379,,,,,,
Li3Co8(OF3)4,0.4553085,,,,,,
Li3CoBO4,0.7564657,,,,,,
Li3CoN2,0.07055117,,,,,,
Li3CoNi3O8,0.18789514,,,,,,
Li3CoO2F,0.539025395,,,,,,
Li3CoO3,0.03563846,,,,,,
Li3CoO6,0.47113433,,,,,,
Li3CoOF3,0.833107075,,,,,,
Li3CoPCO7,0.394683652,,,,,,
Li3CoPO5,0.02133868,,,,,,
Li3CoRuO5,0.05208955,,,,,,
Li3CoSiBO7,0.50205092,,,,,,
Li3CoSiCO7,0.4810726,,,,,,
Li3CoSiO5,0.02173809,,,,,,
Li3Cr,0.66492978,,,,,,
Li3Cr(BO3)2,0.8854175,,,,,,
Li3Cr(CO3)3,0.6433551,,,,,,
Li3Cr(CoO2)4,0.13942237,,,,,,
Li3Cr(CoO3)2,0.058975188,,,,,,
Li3Cr(CuO2)4,0.13989377,,,,,,
Li3Cr(FeO2)4,0.12101731,,,,,,
Li3Cr(FeO3)2,0.1749127,,,,,,
Li3Cr(NiO2)4,0.1421052,,,,,,
Li3Cr(NiO3)2,0.17986909,,,,,,
Li3Cr(PO3)8,0.02480981,,,,,,
Li3Cr(PO4)2,0.068352054,,,,,,
Li3Cr(Si2O5)3,0.066249857,,,,,,
Li3Cr10Fe5O24,0.01872543,,,,,,
Li3Cr13Ni3(SO4)24,0.01767695,,,,,,
Li3Cr2(AsO4)3,0.04567637,,,,,,
Li3Cr2(CoO4)2,0.077266115,,,,,,
Li3Cr2(FeO4)2,0.05687461,,,,,,
Li3Cr2(GeO4)3,0.08890273,,,,,,
Li3Cr2(NiO4)2,0.05948295,,,,,,
Li3Cr2(PO4)3,0.017615111,,,,,,
Li3Cr2(PS4)3,0.8650854,,,,,,
Li3Cr2CoO6,0.08292037,,,,,,
Li3Cr2CuO6,0.09386563,,,,,,
Li3Cr2Fe3O10,0.02757804,,,,,,
Li3Cr2Fe5O12,0.04354372,,,,,,
Li3Cr2FeO6,0.09944884,,,,,,
Li3Cr2NiO6,0.09944884,,,,,,
Li3Cr2P2(CO7)2,0.15418097,,,,,,
Li3Cr2P2(O4F)2,0.0126445,,,,,,
Li3Cr2P4HO14,0.1400556,,,,,,
Li3Cr2P5O16,0.01759956,,,,,,
Li3Cr2P5O18,0.01520635,,,,,,
Li3Cr3(CoO6)2,0.01641475,,,,,,
Li3Cr3(CuO6)2,0.01590993,,,,,,
Li3Cr3(NiO6)2,0.01641475,,,,,,
Li3Cr3(PO4)4,0.026100362,,,,,,
Li3Cr3CoO8,0.054486627,,,,,,
Li3Cr3CuO8,0.05302222,,,,,,
Li3Cr3FeO8,0.056334112,,,,,,
Li3Cr3GaO8,0.05230279,,,,,,
Li3Cr3NiO8,0.05926031,,,,,,
Li3Cr3SiO8,0.05251722,,,,,,
Li3Cr4(PO4)6,0.018949369,,,,,,
Li3Cr4FeO8,0.0507826,,,,,,
Li3Cr4O8,0.05532227,,,,,,
Li3Cr4P2O8F9,0.01963391,,,,,,
Li3Cr4P9O32,0.11803415,,,,,,
Li3Cr4PH3O16,0.26762396,,,,,,
Li3Cr4PO19,0.01394075,,,,,,
Li3Cr5O10,0.03055118,,,,,,
Li3Cr5O8,0.05035102,,,,,,
Li3CrB4O9,0.6090782,,,,,,
Li3CrBAsO7,0.47738314,,,,,,
Li3CrBO5,0.6501485,,,,,,
Li3CrBPO7,0.44567227,,,,,,
Li3CrClO4,0.01970601,,,,,,
Li3CrCo3O8,0.138700002,,,,,,
Li3CrF6,0.32114581,,,,,,
Li3CrFe3O8,0.12611061,,,,,,
Li3CrH12(CO3)6,0.18878244,,,,,,
Li3CrN2,0.055797645,,,,,,
Li3CrNi3O8,0.16343719,,,,,,
Li3CrO3,0.03879536,,,,,,
Li3CrO4,0.04294674,,,,,,
Li3CrP2HO8,0.5467857,,,,,,
Li3CrP2O9,0.043480225,,,,,,
Li3CrPCO7,0.380061411,,,,,,
Li3CrS4,0.05242152,,,,,,
Li3CrSi2O7,0.06920072,,,,,,
Li3CrSiBO7,0.48746315,,,,,,
Li3CrSiCO7,0.4785688,,,,,,
Li3CrSiO5,0.03148758,,,,,,
Li3Cu,0.7097653,,,,,,
Li3Cu(NiO2)4,0.05742917,,,,,,
Li3Cu(NiO3)2,0.08655248,,,,,,
Li3Cu(PO4)2,0.04797226,,,,,,
Li3Cu(TeO3)4,0.14192796,,,,,,
Li3Cu2(SO4)3,0.026954257,,,,,,
Li3Cu2(WO4)4,0.01941931,,,,,,
Li3Cu2F7,0.03431747,,,,,,
Li3Cu2F8,0.171052675,,,,,,
Li3Cu2Ni5O12,0.03313619,,,,,,
Li3Cu2P5O16,0.01960226,,,,,,
Li3Cu2SbO6,0.03904688,,,,,,
Li3Cu3(PO4)2,0.022336511,,,,,,
Li3Cu3TeO8,0.06012885,,,,,,
Li3Cu4F15,0.02347411,,,,,,
Li3Cu4F9,0.03692556,,,,,,
Li3Cu4NiO8,0.15132657,,,,,,
Li3Cu4SbO8,0.07163446,,,,,,
Li3Cu4SnO8,0.05452617,,,,,,
Li3Cu4TeO8,0.05204039,,,,,,
Li3Cu5O4,0.02072861,,,,,,
Li3Cu5O8,0.05144606,,,,,,
Li3CuAsCO7,0.3557314,,,,,,
Li3CuB3O7,0.85176784,,,,,,
Li3CuF4,0.169822945,,,,,,
Li3CuF5,0.02869069,,,,,,
Li3CuF6,0.22962434,,,,,,
Li3CuN2,0.04457699,,,,,,
Li3CuNi3O8,0.05720485,,,,,,
Li3CuO2,0.02053649,,,,,,
Li3CuO3,0.03392243,,,,,,
Li3CuOF3,0.9012577,,,,,,
Li3CuP2O7,0.0306409,,,,,,
Li3CuPCO7,0.3632486,,,,,,
Li3CuPO5,0.02249644,,,,,,
Li3CuS2,0.179942654,,,,,,
Li3CuS3,0.0535065,,,,,,
Li3CuSbO5,0.0471932,,,,,,
Li3CuSiCO7,0.43090147,,,,,,
Li3CuSiO4,0.03814193,,,,,,
Li3Dy,0.6340437,,,,,,
Li3Dy(NO3)6,0.5939699,,,,,,
Li3Dy3(TeO6)2,0.01736569,,,,,,
Li3DySb2,0.3298408,,,,,,
Li3Er,0.6358467,,,,,,
Li3Er(NO3)6,0.33658868,,,,,,
Li3Er3(TeO6)2,0.01685349,,,,,,
Li3ErBr6,0.50360248,,,,,,
Li3ErCl6,0.46589464,,,,,,
Li3Eu,0.66322178,,,,,,
Li3Eu2(BO3)3,0.4923609,,,,,,
Li3Eu3(TeO6)2,0.04034783,,,,,,
Li3Fe,0.65766233,,,,,,
Li3Fe(BO2)5,0.7275034,,,,,,
Li3Fe(BO3)2,0.856062436,,,,,,
Li3Fe(CO3)3,0.61526775,,,,,,
Li3Fe(CoO2)4,0.195370735,,,,,,
Li3Fe(CoO3)2,0.18682581,,,,,,
Li3Fe(CuO2)4,0.1537495,,,,,,
Li3Fe(CuO3)2,0.16134328,,,,,,
Li3Fe(MoO4)3,0.2272464,,,,,,
Li3Fe(Ni2O5)2,0.07995943,,,,,,
Li3Fe(NiO2)4,0.13423577,,,,,,
Li3Fe(NiO3)2,0.18299042,,,,,,
Li3Fe(OF)2,0.6684185,,,,,,
Li3Fe(PO3)8,0.2971464,,,,,,
Li3Fe(PO4)2,0.064166724,,,,,,
Li3Fe(SbO3)4,0.10423151,,,,,,
Li3Fe(Si2O5)3,0.048022447,,,,,,
Li3Fe10O7F9,0.69624126,,,,,,
Li3Fe2(AsO4)3,0.01935519,,,,,,
Li3Fe2(BO4)2,0.6551434,,,,,,
Li3Fe2(CO3)4,0.37401736,,,,,,
Li3Fe2(CO4)2,0.5924088,,,,,,
Li3Fe2(CoO4)2,0.05846854,,,,,,
Li3Fe2(CuO4)2,0.02756778,,,,,,
Li3Fe2(GeO4)3,0.08774178,,,,,,
Li3Fe2(NiO4)2,0.0550519,,,,,,
Li3Fe2(OF)3,0.584658,,,,,,
Li3Fe2(P2O7)2,0.014360153,,,,,,
Li3Fe2(PO3)7,0.02666624,,,,,,
Li3Fe2(PO4)3,0.019496537,,,,,,
Li3Fe2(PO5)2,0.0121234,,,,,,
Li3Fe2(SiO4)2,0.021626826,,,,,,
Li3Fe2Co3O10,0.03963482,,,,,,
Li3Fe2CoO6,0.05895404,,,,,,
Li3Fe2CuO6,0.11364603,,,,,,
Li3Fe2F7,0.0908751,,,,,,
Li3Fe2F9,0.03292661,,,,,,
Li3Fe2Ni3O10,0.03480688,,,,,,
Li3Fe2Ni5O12,0.04751565,,,,,,
Li3Fe2NiO6,0.10065243,,,,,,
Li3Fe2OF5,0.819265763,,,,,,
Li3Fe2P2(CO7)2,0.166292329,,,,,,
Li3Fe2P2(O4F)2,0.01310142,,,,,,
Li3Fe2P4HO14,0.129560545,,,,,,
Li3Fe2P5O16,0.0181014,,,,,,
Li3Fe2SbO6,0.11007875,,,,,,
Li3Fe2SnO6,0.09863885,,,,,,
Li3Fe3(BO3)4,0.43359938,,,,,,
Li3Fe3(OF)4,0.5490589,,,,,,
Li3Fe3(PO4)4,0.020024533,,,,,,
Li3Fe3(SnO5)2,0.01253534,,,,,,
Li3Fe3(WO6)2,0.01819498,,,,,,
Li3Fe3CoO8,0.05782885,,,,,,
Li3Fe3CuO8,0.05422219,,,,,,
Li3Fe3NiO8,0.05671111,,,,,,
Li3Fe3O8,0.04726962,,,,,,
Li3Fe3OF7,0.537379267,,,,,,
Li3Fe3P8O29,0.01950696,,,,,,
Li3Fe3SbO8,0.06467066,,,,,,
Li3Fe3SiO8,0.0547991,,,,,,
Li3Fe3TeO8,0.05719775,,,,,,
Li3Fe3WO8,0.04583656,,,,,,
Li3Fe4(BO3)4,0.48007416,,,,,,
Li3Fe4(OF3)3,0.73295814,,,,,,
Li3Fe4(P2O7)4,0.012162,,,,,,
Li3Fe4(PO4)6,0.01164259,,,,,,
Li3Fe4(Si3O10)2,0.01199646,,,,,,
Li3Fe4CoO8,0.05400297,,,,,,
Li3Fe4CuO8,0.0547382,,,,,,
Li3Fe4F19,0.1344894,,,,,,
Li3Fe4NiO8,0.0547382,,,,,,
Li3Fe4O3F5,0.83701134,,,,,,
Li3Fe4P3H12O19,0.1337836,,,,,,
Li3Fe4P9O32,0.10685311,,,,,,
Li3Fe4SbO8,0.07087889,,,,,,
Li3Fe4SnO8,0.05020875,,,,,,
Li3Fe4WO8,0.12078132,,,,,,
Li3Fe5(CoO6)2,0.0380644,,,,,,
Li3Fe5(NiO6)2,0.03912619,,,,,,
Li3Fe5(PO4)6,0.012568205,,,,,,
Li3Fe5O12,0.023916487,,,,,,
Li3Fe5O8,0.04838605,,,,,,
Li3Fe5O9,0.01864677,,,,,,
Li3Fe5OF11,0.228505595,,,,,,
Li3Fe7O12,0.03731759,,,,,,
Li3Fe8(BO3)8,0.356846431,,,,,,
Li3Fe8O3F13,0.6694771,,,,,,
Li3Fe9O5F11,0.61993913,,,,,,
Li3FeAsCO7,0.35836917,,,,,,
Li3FeB4O9,0.5975131,,,,,,
Li3FeB8O15,0.10963295,,,,,,
Li3FeBAsO7,0.42089853,,,,,,
Li3FeBO4,0.7568231,,,,,,
Li3FeBO5,0.6467912,,,,,,
Li3FeBPO7,0.4376606,,,,,,
Li3FeCo3O8,0.15696078,,,,,,
Li3FeCu3O8,0.14544901,,,,,,
Li3FeF5,0.03637542,,,,,,
Li3FeF6,0.347846684,,,,,,
Li3FeIrO5,0.0453832,,,,,,
Li3FeN2,0.08933817,,,,,,
Li3FeNi2(PO4)3,0.04043038,,,,,,
Li3FeNi3O8,0.151081193,,,,,,
Li3FeO2F,0.5333508,,,,,,
Li3FeO3,0.0225217,,,,,,
Li3FeO4,0.061488594,,,,,,
Li3FeO6,0.47113433,,,,,,
Li3FeOF3,0.79509437,,,,,,
Li3FeOF4,0.6661538,,,,,,
Li3FeP2HO8,0.4750476,,,,,,
Li3FeP2O9,0.03816547,,,,,,
Li3FePCO7,0.387238377,,,,,,
Li3FePO5,0.01874671,,,,,,
Li3FeS3,0.055397913,,,,,,
Li3FeSi2O7,0.06655285,,,,,,
Li3FeSiBO7,0.48161474,,,,,,
Li3FeSiCO7,0.4785688,,,,,,
Li3FeSiO5,0.02885376,,,,,,
Li3Ga,0.7009144,,,,,,
Li3Ga(BO3)2,0.86824596,,,,,,
Li3Ga14,0.49678898,,,,,,
Li3Ga2,0.71035063,,,,,,
Li3Ga7,0.6691586,,,,,,
Li3GaF6,0.237974765,,,,,,
Li3GaGeO5,0.02987889,,,,,,
Li3GaN2,0.04932369,,,,,,
Li3GaSiO5,0.02256281,,,,,,
Li3Gd,0.6340437,,,,,,
Li3Gd(BO3)2,0.8100921,,,,,,
Li3Gd(NO3)6,0.6387333,,,,,,
Li3Gd3(TeO6)2,0.03407096,,,,,,
Li3GdBi2,0.6437548,,,,,,
Li3GdO3,0.01574618,,,,,,
Li3Ge,0.92838746,,,,,,
Li3Ge3(MoO6)2,0.01996818,,,,,,
Li3GeO4,0.01585265,,,,,,
Li3H24Ru(ClO2)6,0.14070508,,,,,,
Li3H3N2,0.04094953,,,,,,
Li3H4Rh,0.06703107,,,,,,
Li3H6Ir,0.06058419,,,,,,
Li3H6Rh,0.05987137,,,,,,
Li3HfO3,0.01637932,,,,,,
Li3Hg,0.676229713,,,,,,
Li3Ho,0.6358467,,,,,,
Li3Ho3(TeO6)2,0.01692099,,,,,,
Li3HoSb2,0.3298408,,,,,,
Li3In,0.696240075,,,,,,
Li3In(BO3)2,0.7892362,,,,,,
Li3In2,0.7006647,,,,,,
Li3In2(PO4)3,0.025909935,,,,,,
Li3InBr6,0.50256485,,,,,,
Li3InCl6,0.578333975,,,,,,
Li3InF6,0.5317779,,,,,,
Li3InN2,0.2154636,,,,,,
Li3InO3,0.03196143,,,,,,
Li3IrF6,0.5311476,,,,,,
Li3IrN2,0.03684554,,,,,,
Li3La,0.69190186,,,,,,
Li3La14(CuO7)4,0.1754575,,,,,,
Li3La2(BO3)3,0.47249588,,,,,,
Li3La2H6(N3O10)3,0.39253253,,,,,,
Li3La3(MoO6)2,0.04328325,,,,,,
Li3La5Ti6Nb2O26,0.74830991,,,,,,
