formula,SIC,,,,,,
Li4NbCr5O12,0.02686993,,,,,,
Li4NbCu3O8,0.04009192,,,,,,
Li4NbFe(TeO6)2,0.0561065,,,,,,
Li4NbFe(WO6)2,0.84203756,,,,,,
Li4NbFe3Cu2(PO4)6,0.5632986,,,,,,
Li4NbFe3O8,0.02812914,,,,,,
Li4NbFe5(PO4)6,0.01301804,,,,,,
Li4NbFe5O12,0.02575454,,,,,,
Li4NbIn3(PO4)6,0.02538403,,,,,,
Li4NbNi3O8,0.03826834,,,,,,
Li4NbO4,0.0269181,,,,,,
Li4NbTe2WO12,0.05710838,,,,,,
Li4NbV3Cr2(PO4)6,0.5632986,,,,,,
Li4NbV3O8,0.08576367,,,,,,
Li4NCl,0.8654376,,,,,,
Li4Nd3SbTeO12,0.06218217,,,,,,
Li4Ni(BO3)2,0.8792642,,,,,,
Li4Ni(PO3)6,0.16022819,,,,,,
Li4Ni(PO4)2,0.05088057,,,,,,
Li4Ni2(PO4)3,0.026676275,,,,,,
Li4Ni2C4SO16,0.40265164,,,,,,
Li4Ni2OF7,0.47496396,,,,,,
Li4Ni2P4H3O16,0.28008598,,,,,,
Li4Ni3(OF3)2,0.77628165,,,,,,
Li4Ni3(SnO5)2,0.04452059,,,,,,
Li4Ni3BiO8,0.041564025,,,,,,
Li4Ni3O3F4,0.9135577,,,,,,
Li4Ni3O6F,0.03605799,,,,,,
Li4Ni3P4O15,0.01373148,,,,,,
Li4Ni3Sb(PO4)4,0.01363671,,,,,,
Li4Ni3Sb5O16,0.019846605,,,,,,
Li4Ni3SbO8,0.051596646,,,,,,
Li4Ni3Sn(PO4)4,0.01344407,,,,,,
Li4Ni3Sn2Sb3O16,0.01912492,,,,,,
Li4Ni3Sn3(SbO8)2,0.02023607,,,,,,
Li4Ni3Sn5O16,0.01745557,,,,,,
Li4Ni3SnO8,0.0891619,,,,,,
Li4Ni3TeO8,0.1154407,,,,,,
Li4Ni3WO8,0.08971985,,,,,,
Li4Ni5(P3O11)2,0.01612163,,,,,,
Li4Ni5BiO12,0.28832677,,,,,,
Li4Ni5O9,0.05781355,,,,,,
Li4Ni5Sb3O16,0.01864755,,,,,,
Li4Ni5SbO12,0.26325315,,,,,,
Li4Ni5Sn(PO4)6,0.01422285,,,,,,
Li4Ni5SnO12,0.2754077,,,,,,
Li4Ni5Te(PO4)6,0.0151571,,,,,,
Li4Ni7(OF7)2,0.2598096,,,,,,
Li4Ni7(PO4)6,0.01552642,,,,,,
Li4Ni7O11,0.04915867,,,,,,
Li4Ni7O12,0.03352563,,,,,,
Li4Ni8O9F7,0.0137315,,,,,,
Li4NiOF4,0.85280323,,,,,,
Li4NiSn3(PO4)4,0.02001224,,,,,,
Li4NO,0.7194765,,,,,,
Li4P2O7,0.012758763,,,,,,
Li4P4O17,0.0253665,,,,,,
Li4P5HO15,0.05191649,,,,,,
Li4PbO4,0.01482109,,,,,,
Li4Re6S11,0.054941475,,,,,,
Li4Sb(TeO4)3,0.15819014,,,,,,
Li4SbS4,0.09636078,,,,,,
Li4SbTe2WO12,0.1054706,,,,,,
Li4Sc3In(SiO3)8,0.01694248,,,,,,
Li4ScFe3(SiO3)8,0.02587369,,,,,,
Li4ScIn3(SiO3)8,0.14572291,,,,,,
Li4SeO5,0.02131421,,,,,,
Li4Si2NiO7,0.054325944,,,,,,
Li4Si2O7,0.01320131,,,,,,
Li4Si3(NiO5)2,0.03032961,,,,,,
Li4Si3NiO9,0.05726945,,,,,,
Li4Si4Bi2O13,0.01539507,,,,,,
Li4SiGe3O10,0.04819766,,,,,,
Li4SiO4,0.02150546,,,,,,
Li4Sn(BO3)2,0.7745071,,,,,,
Li4Sn(PO3)6,0.161452945,,,,,,
Li4Sn(PO4)2,0.04319957,,,,,,
Li4Sn2P4H3O16,0.19350281,,,,,,
Li4SnS4,0.04082735,,,,,,
Li4SnSe4,0.05822343,,,,,,
Li4TaN3,0.04935257,,,,,,
Li4TbF8,0.16733193,,,,,,
Li4TeO5,0.02223262,,,,,,
Li4Ti(Co4O9)2,0.06662107,,,,,,
Li4Ti(TeO4)3,0.23962414,,,,,,
Li4Ti11O24,0.031993537,,,,,,
Li4Ti15O32,0.03213281,,,,,,
Li4Ti2Co3Ni3O16,0.76804155,,,,,,
Li4Ti2Co3O10,0.0535723,,,,,,
Li4Ti2Co3Sb3O16,0.03471387,,,,,,
Li4Ti2Co3Sn3O16,0.70615427,,,,,,
Li4Ti2Co7O18,0.061062585,,,,,,
Li4Ti2Cr3Co3O16,0.75216365,,,,,,
Li4Ti2Cr3Fe3O16,0.713944,,,,,,
Li4Ti2Cr3Ni3O16,0.7502198,,,,,,
Li4Ti2Cr3Sn3O16,0.7041057,,,,,,
Li4Ti2Cu3Sb3O16,0.0369442,,,,,,
Li4Ti2Fe3Co3O16,0.71789455,,,,,,
Li4Ti2Fe3Cu3O16,0.71399385,,,,,,
Li4Ti2Fe3Ni3O16,0.71805656,,,,,,
Li4Ti2Fe3O10,0.05039543,,,,,,
Li4Ti2Fe3Sb3O16,0.028544495,,,,,,
Li4Ti2Fe3Sn3O16,0.69923925,,,,,,
Li4Ti2Fe4(CoO6)3,0.75420266,,,,,,
Li4Ti2Fe5O12,0.05209708,,,,,,
Li4Ti2Mn3(Fe2O9)2,0.8280493,,,,,,
Li4Ti2Mn3Co3O16,0.7100774,,,,,,
Li4Ti2Mn3Cr3O16,0.7070602,,,,,,
Li4Ti2Mn3Cu3O16,0.71340835,,,,,,
Li4Ti2Mn3Fe3O16,0.7070602,,,,,,
Li4Ti2Mn3Nb3O16,0.69953394,,,,,,
Li4Ti2Mn3Ni3O16,0.74595463,,,,,,
Li4Ti2Mn3O10,0.045373945,,,,,,
Li4Ti2Mn3Sb3O16,0.04340463,,,,,,
Li4Ti2Mn3Sn3O16,0.70038116,,,,,,
Li4Ti2Mn3V3O16,0.709979865,,,,,,
Li4Ti2Mn4(FeO6)3,0.74171835,,,,,,
Li4Ti2Mn4Cr3O18,0.8308398,,,,,,
Li4Ti2Mn5O12,0.04617797,,,,,,
Li4Ti2Mn7O18,0.06005421,,,,,,
Li4Ti2Nb3Co3O16,0.6998422,,,,,,
Li4Ti2Nb3Cr3O16,0.70604104,,,,,,
Li4Ti2Nb3Cu3O16,0.7058385,,,,,,
Li4Ti2Nb3Fe3O16,0.69339126,,,,,,
Li4Ti2Nb3Ni3O16,0.6877705,,,,,,
Li4Ti2Nb3V3O16,0.70494854,,,,,,
Li4Ti2Ni3O10,0.0535723,,,,,,
Li4Ti2Ni3Sb3O16,0.03735888,,,,,,
Li4Ti2Ni3Sn3O16,0.7030132,,,,,,
Li4Ti2Ni5O12,0.05668402,,,,,,
Li4Ti2Si4O13,0.02170337,,,,,,
Li4Ti2V3(Fe2O9)2,0.82771194,,,,,,
Li4Ti2V3Co3O16,0.711457725,,,,,,
Li4Ti2V3Cr3O16,0.7118303,,,,,,
Li4Ti2V3Cr4O18,0.8308398,,,,,,
Li4Ti2V3Cu3O16,0.6980918,,,,,,
Li4Ti2V3Fe3O16,0.70154965,,,,,,
Li4Ti2V3Ni3O16,0.7009841,,,,,,
Li4Ti2V3O10,0.05039543,,,,,,
Li4Ti2V3Sn3O16,0.7054019,,,,,,
Li4Ti2V5O12,0.05511658,,,,,,
Li4Ti2V7O18,0.05766928,,,,,,
Li4Ti3(CoO3)6,0.05173982,,,,,,
Li4Ti3(CoO4)3,0.047155053,,,,,,
Li4Ti3(FeO4)3,0.04557617,,,,,,
Li4Ti3(NiO4)3,0.05824475,,,,,,
Li4Ti3Co2Sn3O16,0.61858615,,,,,,
Li4Ti3Co3(NiO8)2,0.6031887,,,,,,
Li4Ti3Co3(SbO8)2,0.02230791,,,,,,
Li4Ti3Co3(SnO8)2,0.59997666,,,,,,
Li4Ti3Co3(TeO8)2,0.02093011,,,,,,
Li4Ti3Co3(WO8)2,0.5935522,,,,,,
Li4Ti3Co5O16,0.03943867,,,,,,
Li4Ti3Cr2Co3O16,0.6235153,,,,,,
Li4Ti3Cr2Fe3O16,0.63122886,,,,,,
Li4Ti3Cr3(CoO8)2,0.60350764,,,,,,
Li4Ti3Cr3(FeO8)2,0.6004547,,,,,,
Li4Ti3Cr3(NiO8)2,0.5994948,,,,,,
Li4Ti3Cr3(SbO8)2,0.02333862,,,,,,
Li4Ti3Cr3(SnO8)2,0.603862,,,,,,
Li4Ti3Cr3(TeO8)2,0.02160253,,,,,,
Li4Ti3Cr3(WO8)2,0.60099417,,,,,,
Li4Ti3Cr5O16,0.02020654,,,,,,
Li4Ti3CrO8,0.0473405,,,,,,
Li4Ti3Cu3(TeO8)2,0.01963371,,,,,,
Li4Ti3Cu3(WO8)2,0.59930086,,,,,,
Li4Ti3Fe2Co3O16,0.625116555,,,,,,
Li4Ti3Fe2Cu3O16,0.62110174,,,,,,
Li4Ti3Fe2Ni3O16,0.671336,,,,,,
Li4Ti3Fe2Sn3O16,0.61567384,,,,,,
Li4Ti3Fe3(CoO8)2,0.60260355,,,,,,
Li4Ti3Fe3(CuO8)2,0.5957623,,,,,,
Li4Ti3Fe3(NiO8)2,0.6059134,,,,,,
Li4Ti3Fe3(SbO8)2,0.01959575,,,,,,
Li4Ti3Fe3(SnO8)2,0.6026763,,,,,,
Li4Ti3Fe3(TeO8)2,0.01893229,,,,,,
Li4Ti3Fe3(WO8)2,0.58910495,,,,,,
Li4Ti3Fe5O16,0.01914303,,,,,,
Li4Ti3Mn2(Fe2O9)2,0.8086685,,,,,,
Li4Ti3Mn2Co3O16,0.6762705,,,,,,
Li4Ti3Mn2Cr3O16,0.6077219,,,,,,
Li4Ti3Mn2Cu3O16,0.6279511,,,,,,
Li4Ti3Mn2Fe3O16,0.6307748,,,,,,
Li4Ti3Mn2Nb3O16,0.6232693,,,,,,
Li4Ti3Mn2Ni3O16,0.6490237,,,,,,
Li4Ti3Mn2Sn3O16,0.617634,,,,,,
Li4Ti3Mn2V3O16,0.5998615,,,,,,
Li4Ti3Mn3(CoO8)2,0.5990761,,,,,,
Li4Ti3Mn3(CuO8)2,0.6146903,,,,,,
Li4Ti3Mn3(FeO8)2,0.60898083,,,,,,
Li4Ti3Mn3(NiO8)2,0.60923487,,,,,,
Li4Ti3Mn3(SbO8)2,0.02246897,,,,,,
Li4Ti3Mn3(SnO8)2,0.6080842,,,,,,
Li4Ti3Mn3(TeO8)2,0.02150607,,,,,,
Li4Ti3Mn3(WO8)2,0.59434533,,,,,,
Li4Ti3Mn3Cr2O16,0.63122886,,,,,,
Li4Ti3Mn3Nb2O16,0.59760845,,,,,,
Li4Ti3Mn3V2O16,0.6294319,,,,,,
Li4Ti3Mn4(CoO9)2,0.6910571,,,,,,
Li4Ti3Mn4(FeO9)2,0.68853396,,,,,,
Li4Ti3Mn4Cr2O18,0.81053907,,,,,,
Li4Ti3Mn5O16,0.02106448,,,,,,
Li4Ti3Mn6O18,0.03521582,,,,,,
Li4Ti3MnO8,0.08576367,,,,,,
Li4Ti3Nb2Co3O16,0.59666276,,,,,,
Li4Ti3Nb2Cr3O16,0.6093072,,,,,,
Li4Ti3Nb2Fe3O16,0.60263896,,,,,,
Li4Ti3Nb2Ni3O16,0.58238983,,,,,,
Li4Ti3Nb2V3O16,0.61005265,,,,,,
Li4Ti3Nb3Cr2O16,0.6277765,,,,,,
Li4Ti3Nb3V2O16,0.6249579,,,,,,
Li4Ti3Nb5O16,0.01933706,,,,,,
Li4Ti3NbO8,0.03429929,,,,,,
Li4Ti3Ni2Sn3O16,0.6262145,,,,,,
Li4Ti3Ni3(SbO8)2,0.02409367,,,,,,
Li4Ti3Ni3(SnO8)2,0.592902,,,,,,
Li4Ti3Ni3(TeO8)2,0.02094808,,,,,,
Li4Ti3Ni3(WO8)2,0.592902,,,,,,
Li4Ti3O8,0.040813055,,,,,,
Li4Ti3Sn5O16,0.01844724,,,,,,
Li4Ti3V2(Fe2O9)2,0.8010813,,,,,,
Li4Ti3V2Co3O16,0.62280893,,,,,,
Li4Ti3V2Cr3O16,0.63122886,,,,,,
Li4Ti3V2Cr4O18,0.81053907,,,,,,
Li4Ti3V2Cu3O16,0.6273633,,,,,,
Li4Ti3V2Ni3O16,0.62361634,,,,,,
Li4Ti3V2Sn3O16,0.6213009,,,,,,
Li4Ti3V3(CoO8)2,0.5986577,,,,,,
Li4Ti3V3(CuO8)2,0.60274726,,,,,,
Li4Ti3V3(FeO8)2,0.5986577,,,,,,
Li4Ti3V3(NiO8)2,0.6077219,,,,,,
Li4Ti3V3(SbO8)2,0.01839112,,,,,,
Li4Ti3V3(SnO8)2,0.60460734,,,,,,
Li4Ti3V3(TeO8)2,0.02010966,,,,,,
Li4Ti3V3(WO8)2,0.60263896,,,,,,
Li4Ti3V3Cr2O16,0.60923487,,,,,,
Li4Ti3V3O12,0.04485472,,,,,,
Li4Ti3V4Cr2O18,0.68853396,,,,,,
Li4Ti3V5O16,0.01812918,,,,,,
Li4Ti3V6O18,0.03521582,,,,,,
Li4Ti3VO8,0.05995831,,,,,,
Li4Ti4Co5O18,0.02998869,,,,,,
Li4Ti4Cr(Fe2O9)2,0.77025425,,,,,,
Li4Ti4Cr4NiO18,0.63116187,,,,,,
Li4Ti4Cr5O18,0.02494626,,,,,,
Li4Ti4Fe4CoO18,0.628589,,,,,,
Li4Ti4Fe5O18,0.02937094,,,,,,
Li4Ti4Mn(Co2O9)2,0.77417374,,,,,,
Li4Ti4Mn(Fe2O9)2,0.7615259,,,,,,
Li4Ti4Mn4CoO18,0.63099,,,,,,
Li4Ti4Mn4CrO18,0.77315795,,,,,,
Li4Ti4Mn4FeO18,0.63006383,,,,,,
Li4Ti4Mn4NiO18,0.63006383,,,,,,
Li4Ti4Mn4VO18,0.762382,,,,,,
Li4Ti4Mn5O18,0.01735863,,,,,,
Li4Ti4MnCr4O18,0.63099,,,,,,
Li4Ti4V(Fe2O9)2,0.77321786,,,,,,
Li4Ti4V4CoO18,0.62785685,,,,,,
Li4Ti4V4CrO18,0.63006383,,,,,,
Li4Ti4V4NiO18,0.6288168,,,,,,
Li4Ti4V5O18,0.02716316,,,,,,
Li4Ti4VCr4O18,0.77362365,,,,,,
Li4Ti5Co3O16,0.02255542,,,,,,
Li4Ti5Cr3O16,0.02176512,,,,,,
Li4Ti5Fe3O16,0.02242689,,,,,,
Li4Ti5Mn3O16,0.02206271,,,,,,
Li4Ti5Mn4O18,0.01638762,,,,,,
Li4Ti5Nb3O16,0.01781176,,,,,,
Li4Ti5Ni3O16,0.02364472,,,,,,
Li4Ti5O12,0.038186415,,,,,,
Li4Ti5S12,0.28477767,,,,,,
Li4Ti5V3O16,0.02088605,,,,,,
Li4Ti5VO12,0.14942583,,,,,,
Li4Ti7O16,0.01697643,,,,,,
Li4Ti9O20,0.014029705,,,,,,
Li4TiCo2Ni3(PO4)6,0.57544625,,,,,,
Li4TiCo3O8,0.076903404,,,,,,
Li4TiCo5O12,0.266392012,,,,,,
Li4TiCr2Ni3(PO4)6,0.5697567,,,,,,
Li4TiCr3O8,0.12114598,,,,,,
Li4TiCr5O12,0.314406325,,,,,,
Li4TiCrO6,0.056431849,,,,,,
Li4TiCu2Ni3(PO4)6,0.573473,,,,,,
Li4TiCu3(PO4)4,0.02039703,,,,,,
Li4TiFe2Ni3(PO4)6,0.5715089,,,,,,
Li4TiFe3Cu2(PO4)6,0.57252634,,,,,,
Li4TiFe3O8,0.07703413,,,,,,
Li4TiFe3Sn2(PO4)6,0.56444615,,,,,,
Li4TiFe4(Co2O9)2,0.79348344,,,,,,
Li4TiFe5O12,0.50001323,,,,,,
Li4TiMn(WO6)2,0.84560555,,,,,,
Li4TiMn2Ni3(PO4)6,0.56902206,,,,,,
Li4TiMn3(PO4)4,0.02149933,,,,,,
Li4TiMn3Cr2(PO4)6,0.5697567,,,,,,
Li4TiMn3O8,0.064900985,,,,,,
Li4TiMn4(Fe2O9)2,0.8370075,,,,,,
Li4TiMn5O12,0.47439274,,,,,,
Li4TiMn8O18,0.06305036,,,,,,
Li4TiNi3O8,0.12250503,,,,,,
Li4TiNi3Sn2(PO4)6,0.5436733,,,,,,
Li4TiNi5(PO4)6,0.02951074,,,,,,
Li4TiO4,0.019091497,,,,,,
Li4TiS4,0.064082666,,,,,,
Li4TiV3O10,0.07092163,,,,,,
Li4TiV3O8,0.10769272,,,,,,
Li4TiV4(Fe2O9)2,0.8260004,,,,,,
Li4TiV4Cr4O18,0.8366729,,,,,,
Li4TiV5O12,0.48826128,,,,,,
Li4TiV8O18,0.05766928,,,,,,
Li4V(BO3)2,0.8749746,,,,,,
Li4V(CO3)4,0.64500374,,,,,,
Li4V(PO3)6,0.151648555,,,,,,
Li4V(PO4)2,0.0414112,,,,,,
Li4V(TeO4)3,0.17797722,,,,,,
Li4V11O22,0.02505163,,,,,,
Li4V2(PO4)3,0.026772348,,,,,,
Li4V2(SiO4)3,0.03267639,,,,,,
Li4V2C4SO16,0.40786728,,,,,,
Li4V2Co3Cu3O16,0.71559143,,,,,,
Li4V2Co3Ni3O16,0.76316917,,,,,,
Li4V2Co3Sb3O16,0.03674605,,,,,,
Li4V2Co3Sn3O16,0.70512825,,,,,,
Li4V2Cr3Co3O16,0.74057865,,,,,,
Li4V2Cr3Fe3O16,0.71593773,,,,,,
Li4V2Cr3Ni3O16,0.71702397,,,,,,
Li4V2Cr3Sb3O16,0.04060762,,,,,,
Li4V2Cr3Sn3O16,0.705469,,,,,,
Li4V2CrTeO12,0.06653591,,,,,,
Li4V2F9,0.3220995,,,,,,
Li4V2Fe3Co3O16,0.7418976,,,,,,
Li4V2Fe3Cu3O16,0.7098451,,,,,,
Li4V2Fe3Ni3O16,0.72302866,,,,,,
Li4V2Fe3O10,0.05358307,,,,,,
Li4V2Fe3Sb3O16,0.03230047,,,,,,
Li4V2Fe5O12,0.05511658,,,,,,
Li4V2Ni3Sb3O16,0.03951126,,,,,,
Li4V2Ni3Sn3O16,0.7038554,,,,,,
Li4V2OF7,0.45912963,,,,,,
Li4V2P4H3O16,0.19845958,,,,,,
Li4V2Si(PO6)2,0.057794974,,,,,,
Li4V2Si3O10,0.02687239,,,,,,
Li4V2Si4O13,0.02325,,,,,,
Li4V2SiGeO10,0.04250525,,,,,,
Li4V2SiO8,0.02023516,,,,,,
Li4V3(CO3)6,0.49677378,,,,,,
Li4V3(FeO5)2,0.04742182,,,,,,
Li4V3(FeO6)2,0.0329267,,,,,,
Li4V3(OF2)4,0.8749037,,,,,,
Li4V3Co(PO4)4,0.01236872,,,,,,
Li4V3Co2Sb3O16,0.01863403,,,,,,
Li4V3Co2Sn3O16,0.6228694,,,,,,
Li4V3Co3(SbO8)2,0.01782497,,,,,,
Li4V3Co3(SnO8)2,0.6042927,,,,,,
Li4V3Co3(TeO8)2,0.01765217,,,,,,
Li4V3Co3(WO8)2,0.60006845,,,,,,
Li4V3CoCu2(PO4)6,0.5645429,,,,,,
Li4V3CoO10,0.03694763,,,,,,
Li4V3CoO8,0.03697211,,,,,,
Li4V3Cr2Co(PO4)6,0.56752205,,,,,,
Li4V3Cr2Fe3O16,0.62280893,,,,,,
Li4V3Cr2O10,0.04800766,,,,,,
Li4V3Cr2Sn3O16,0.6177723,,,,,,
Li4V3Cr3(CuO8)2,0.5981962,,,,,,
Li4V3Cr3(FeO8)2,0.6045442,,,,,,
Li4V3Cr3(SbO8)2,0.02413454,,,,,,
Li4V3Cr3(SnO8)2,0.60761034,,,,,,
Li4V3Cr3(TeO8)2,0.02063343,,,,,,
Li4V3Cr3(WO8)2,0.59944856,,,,,,
Li4V3Cr3O12,0.05230214,,,,,,
Li4V3Cr5O16,0.02186987,,,,,,
Li4V3CrO8,0.034104444,,,,,,
Li4V3Cu(PO4)4,0.01218333,,,,,,
Li4V3Cu3(SbO8)2,0.01860476,,,,,,
Li4V3Cu3(TeO8)2,0.01764717,,,,,,
Li4V3Cu3(WO8)2,0.58910495,,,,,,
Li4V3Fe2Ni3O16,0.62492955,,,,,,
Li4V3Fe2Sb3O16,0.01877381,,,,,,
Li4V3Fe2Sn3O16,0.62201494,,,,,,
Li4V3Fe3(SbO8)2,0.01958363,,,,,,
Li4V3Fe3(SnO8)2,0.6025461,,,,,,
Li4V3Fe3(TeO8)2,0.01794665,,,,,,
Li4V3Fe3(WO8)2,0.594202905,,,,,,
Li4V3Fe5O16,0.021509735,,,,,,
Li4V3FeO10,0.03057387,,,,,,
Li4V3FeO8,0.03418865,,,,,,
Li4V3Ni(PO4)4,0.01235188,,,,,,
Li4V3Ni2Sb3O16,0.01971865,,,,,,
Li4V3Ni2Sn3O16,0.6233789,,,,,,
Li4V3Ni3(SbO8)2,0.02173683,,,,,,
Li4V3Ni3(SnO8)2,0.5942806,,,,,,
Li4V3Ni3(TeO8)2,0.01822859,,,,,,
Li4V3Ni3(WO8)2,0.6030422,,,,,,
Li4V3NiO8,0.04001169,,,,,,
Li4V3O8,0.037248293,,,,,,
Li4V3OF11,0.610384554,,,,,,
Li4V3P4O15,0.01303442,,,,,,
Li4V3P8O29,0.021413389,,,,,,
Li4V3Sb5O16,0.01636574,,,,,,
Li4V3SiO10,0.02832688,,,,,,
Li4V3Sn3(SbO8)2,0.018772405,,,,,,
Li4V3Sn3(TeO8)2,0.01608177,,,,,,
Li4V4(OF3)3,0.67281115,,,,,,
Li4V5(Fe2O9)2,0.02704312,,,,,,
Li4V5(FeO6)2,0.03375679,,,,,,
Li4V5(P3O11)2,0.01382717,,,,,,
Li4V5Co3O16,0.02065515,,,,,,
Li4V5Cr2O12,0.03403404,,,,,,
Li4V5Cr3O16,0.0202482,,,,,,
Li4V5Cr4O18,0.03091388,,,,,,
Li4V5Cu3O16,0.0184876,,,,,,
Li4V5CuClO15,0.02724131,,,,,,
Li4V5Fe3O16,0.01847732,,,,,,
Li4V5Ni3O16,0.01872537,,,,,,
Li4V5O10,0.04742182,,,,,,
Li4V5O12,0.03319887,,,,,,
Li4V5O9F,0.046737545,,,,,,
Li4V5Sb3O16,0.01878122,,,,,,
Li4V5Sn3O16,0.0156867,,,,,,
Li4V5SnO12,0.2634047,,,,,,
Li4V7(PO4)6,0.0147543,,,,,,
Li4V7O12,0.03426874,,,,,,
Li4V7O9F7,0.01275041,,,,,,
Li4V8O13F3,0.01212624,,,,,,
Li4V9O18,0.02724047,,,,,,
Li4VAs2O9,0.04755072,,,,,,
Li4VCo3(PO4)4,0.02243138,,,,,,
Li4VCo3O8,0.04616333,,,,,,
Li4VCr(TeO6)2,0.0640085,,,,,,
Li4VCr(WO6)2,0.84560555,,,,,,
Li4VCr2Ni3(PO4)6,0.57493705,,,,,,
Li4VCr3O8,0.085640201,,,,,,
Li4VF6,0.052773733,,,,,,
Li4VF7,0.07819036,,,,,,
Li4VF8,0.073574,,,,,,
Li4VFe(TeO6)2,0.05937425,,,,,,
Li4VFe(WO6)2,0.8833376,,,,,,
Li4VFe3(PO4)4,0.02111849,,,,,,
Li4VFe3O8,0.11452095,,,,,,
Li4VGa3O8,0.06120296,,,,,,
Li4VNi3(PO4)4,0.03557352,,,,,,
Li4VNi3O8,0.23718333,,,,,,
Li4VO3F2,0.192147845,,,,,,
Li4VO4F,0.022533115,,,,,,
Li4VP2(O4F)2,0.04638067,,,,,,
Li4VP2O9,0.042217863,,,,,,
Li4VP6(H4O11)2,0.46698055,,,,,,
Li4VS4,0.04013229,,,,,,
Li4VTe(WO6)2,0.07334633,,,,,,
Li4WO5,0.04925852,,,,,,
Li4WO6,0.05445917,,,,,,
Li4Y3CrO8,0.04364481,,,,,,
Li4Y3FeO8,0.04429363,,,,,,
Li4Y3MnO8,0.04562296,,,,,,
Li4Y3VO8,0.04663459,,,,,,
Li4Y3ZrO8,0.01658396,,,,,,
Li4Yb5Ge4,0.49655342,,,,,,
Li4Zn(PO4)2,0.051765845,,,,,,
Li4Zn(PS4)2,0.975517354,,,,,,
Li4ZnCd3,0.72972584,,,,,,
Li4ZnIn2F12,0.40389118,,,,,,
Li4Zr3O8,0.018674555,,,,,,
Li4Zr8V3(P3O16)3,0.01565916,,,,,,
Li4ZrF8,0.08026252,,,,,,
Li4ZrGe2,0.94615984,,,,,,
Li4ZrNb(TeO6)2,0.05789273,,,,,,
Li4ZrO4,0.019971095,,,,,,
Li5(BiO3)4,0.0175516,,,,,,
Li5(CoO2)4,0.15104816,,,,,,
Li5(CoO2)8,0.03545797,,,,,,
Li5(CoO3)2,0.01999786,,,,,,
Li5(Cu2P3)2,0.512698,,,,,,
Li5(CuGe)2,0.9370529,,,,,,
Li5(CuO2)3,0.02031135,,,,,,
Li5(FeO2)4,0.268625115,,,,,,
Li5(NbS2)7,0.16410229,,,,,,
Li5(NiN)3,0.56235975,,,,,,
Li5(NiO2)4,0.036112205,,,,,,
Li5(NiO2)6,0.06596743,,,,,,
Li5(NiO2)8,0.03514373,,,,,,
Li5(YSb2)2,0.54499996,,,,,,
Li5AgF8,0.5594248,,,,,,
Li5Al(Co2O5)2,0.23940209,,,,,,
Li5Al(SiO4)2,0.03701217,,,,,,
Li5AlO4,0.042426055,,,,,,
Li5AuO4,0.071714903,,,,,,
Li5B(SO4)4,0.06865253,,,,,,
Li5B4,0.16817694,,,,,,
Li5B7S13,0.87893164,,,,,,
Li5Bi(P2O7)2,0.04069167,,,,,,
Li5Bi2(BO3)4,0.8270534,,,,,,
Li5Bi2P5O18,0.0165534,,,,,,
Li5BiO4,0.02104091,,,,,,
Li5BiO5,0.07385206,,,,,,
Li5BiS4,0.100038768,,,,,,
Li5BO4,0.27645704,,,,,,
Li5Br2N,0.4049303,,,,,,
Li5Br3O2,0.7383386,,,,,,
Li5Ca7Sn11,0.6900122,,,,,,
Li5Ca9B7O21F2,0.4499906,,,,,,
Li5Ce5(SiN3)4,0.02089877,,,,,,
Li5Cl3O,0.4893979,,,,,,
Li5Co(Ni2O5)2,0.26976335,,,,,,
Li5Co2(PO4)3,0.03397604,,,,,,
Li5Co2(SiO5)2,0.02111905,,,,,,
Li5Co2Cu2(PO4)4,0.02128303,,,,,,
Li5Co2Cu3O10,0.0522012,,,,,,
Li5Co2Cu5O12,0.09403108,,,,,,
Li5Co2Ni3O10,0.056134837,,,,,,
Li5Co2Ni5O12,0.08584502,,,,,,
Li5Co2O2F5,0.78108907,,,,,,
Li5Co3(NiO5)2,0.03733274,,,,,,
Li5Co3(SbO5)2,0.04049208,,,,,,
Li5Co3(SnO5)2,0.03440387,,,,,,
Li5Co3O8,0.037633749,,,,,,
Li5Co4(NiO6)2,0.06160989,,,,,,
Li5Co4(Si3O10)2,0.01222478,,,,,,
Li5Co4(SiO4)4,0.0122759,,,,,,
Li5Co4NiO10,0.03892735,,,,,,
Li5Co5(CuO6)2,0.05706922,,,,,,
Li5Co5(NiO6)2,0.05261163,,,,,,
Li5Co5(SbO6)2,0.0546711,,,,,,
Li5Co5(SnO6)2,0.05551487,,,,,,
Li5Co5O9F,0.03842849,,,,,,
Li5Co7O12,0.05738743,,,,,,
Li5Co7O16,0.0726666,,,,,,
Li5Co7O3F13,0.44322157,,,,,,
Li5Co9(P2O7)8,0.01156916,,,,,,
Li5CoHO4,0.55338967,,,,,,
Li5CoNi9O20,0.0670025,,,,,,
Li5CoO3F,0.17761216,,,,,,
Li5CoO4,0.04697778,,,,,,
Li5CoOF5,0.64006438,,,,,,
Li5Cr(CO3)4,0.81157064,,,,,,
Li5Cr(P2O7)2,0.04279185,,,,,,
Li5Cr(SiO3)4,0.20230886,,,,,,
Li5Cr17(SiO16)2,0.02076846,,,,,,
Li5Cr2Co3O10,0.04992777,,,,,,
Li5Cr2Co5O12,0.09226654,,,,,,
Li5Cr2Cu3O10,0.0464843,,,,,,
Li5Cr2Cu5O12,0.09027927,,,,,,
Li5Cr2Fe3(PO4)6,0.02421448,,,,,,
